"Short Form Termination Date","Short Form Date","Short Form Last Name","Short Form First Name","Registration Number","Registration Date","Registrant Name","Address 1","Address 2","City","State","Zip"
"03/12/1999","06/30/1999","Hayes","Kathleen P.","5031","06/26/1995","Arter & Hadden, LLP","1801 K Street, N.W.","Suite 400-K","Washington","DC","20006-1301"
"10/01/1999","01/30/1998","Chapman","James L.","5031","06/26/1995","Arter & Hadden, LLP","1801 K Street, N.W.","Suite 400-K","Washington","DC","20006-1301"
"06/30/2001","07/30/1997","Stumme","Susan L.","5031","06/26/1995","Arter & Hadden, LLP","1801 K Street, N.W.","Suite 400-K","Washington","DC","20006-1301"
"10/17/1997","07/18/1996","Beckert","Stephan A.","5031","06/26/1995","Arter & Hadden, LLP","1801 K Street, N.W.","Suite 400-K","Washington","DC","20006-1301"
"06/30/2001","07/18/1996","Dabaghi","William K.","5031","06/26/1995","Arter & Hadden, LLP","1801 K Street, N.W.","Suite 400-K","Washington","DC","20006-1301"
"03/31/1998","02/23/1996","Whittinghill","Jim","5031","06/26/1995","Arter & Hadden, LLP","1801 K Street, N.W.","Suite 400-K","Washington","DC","20006-1301"
"11/01/1999","02/01/1996","Blum","Jennifer L.","5031","06/26/1995","Arter & Hadden, LLP","1801 K Street, N.W.","Suite 400-K","Washington","DC","20006-1301"
"04/30/2001","06/26/1995","Cohen","Daniel Lawrence","5031","06/26/1995","Arter & Hadden, LLP","1801 K Street, N.W.","Suite 400-K","Washington","DC","20006-1301"
"04/30/2001","06/26/1995","Plebani","Jon W.","5031","06/26/1995","Arter & Hadden, LLP","1801 K Street, N.W.","Suite 400-K","Washington","DC","20006-1301"
"04/30/2001","06/26/1995","Loeffler","Thomas G.","5031","06/26/1995","Arter & Hadden, LLP","1801 K Street, N.W.","Suite 400-K","Washington","DC","20006-1301"
"07/31/1997","06/26/1995","Eckart","Dennis E.","5031","06/26/1995","Arter & Hadden, LLP","1801 K Street, N.W.","Suite 400-K","Washington","DC","20006-1301"
"03/08/1996","06/05/1995","Grandey","Gerald W.","5030","06/05/1995","Grandey, Gerald W.","Cameco Corporation","2121 - 11th Street, West","Saskatoon","",""
"12/24/1996","06/05/1995","Gallardo","Juan","5029","06/05/1995","Coordinadora de Organizaciones Empresariales de Comercio Exterior (COECE)","1025 Thomas Jeff. Street, N.W.","East Lobby, 7th Floor","Washington","DC","20007"
"12/24/1996","06/05/1995","Kurtz","Ruth M.","5029","06/05/1995","Coordinadora de Organizaciones Empresariales de Comercio Exterior (COECE)","1025 Thomas Jeff. Street, N.W.","East Lobby, 7th Floor","Washington","DC","20007"
"12/31/1995","06/23/1995","Hill","Frank H.","5028","06/23/1995","McMillan Group, L.L.C.","11 Canal Center Plaza","Suite 210","Alexandria","VA","22314"
"12/31/1995","06/23/1995","Lehrman","Louis","5028","06/23/1995","McMillan Group, L.L.C.","11 Canal Center Plaza","Suite 210","Alexandria","VA","22314"
"01/02/1998","06/22/1995","Sullivan","Bradbury F.","5027","06/22/1995","Kuett Communications, Inc.","444 Madison Avenue","26th Floor","New York","NY","10022"
"12/31/1995","06/20/1995","Goldman","Patti A.","5026","06/20/1995","Sierra Club Legal Defense Fund, Inc.","180 Montgomery Street","Suite 1400","San Francisco","CA","94104-4209"
"11/15/1995","06/19/1995","Belmar","Warren","5025","06/19/1995","Fulbright & Jaworski, L.L.P.","801 Pennsylvania Avenue, N.W.","","Washington","DC","20004"
"06/08/1995","06/08/1995","Tiongson","Noel Viri","5023","06/08/1995","Tiongson, Noel Viri","12506 Northeast 28th Street","","Bellevue","WA","98005"
"07/12/1995","05/30/1995","Denison","George H.","5022","05/30/1995","Washington Public Affairs Group","5910 Woodacres Drive","","Bethesda","MD","20816"
"08/18/1995","06/14/1995","Keene","David","5020","05/19/1995","Erickson Associates, Inc.","1425 Eads Street","Suite 1206","Arlington","VA","22202"
"08/18/1995","06/14/1995","Williams","E. Faye","5020","05/19/1995","Erickson Associates, Inc.","1425 Eads Street","Suite 1206","Arlington","VA","22202"
"09/30/1995","05/15/1995","Roll","Joan M.","5019","05/15/1995","Zapruder & Odell","601 - 13th Street, N.W.","Suite 720 North","Washington","DC","20005"
"11/30/1997","05/15/1995","Zapruder","Henry G.","5019","05/15/1995","Zapruder & Odell","601 - 13th Street, N.W.","Suite 720 North","Washington","DC","20005"
"11/30/1997","05/15/1995","Weiss","Joel C.","5019","05/15/1995","Zapruder & Odell","601 - 13th Street, N.W.","Suite 720 North","Washington","DC","20005"
"05/31/1996","05/15/1995","Elias","Brenley L.","5018","05/15/1995","Webster, Chamberlain & Bean","1747 Pennsylvania Avenue, N.W.","Suite 1000","Washington","DC","20006"
"07/31/1995","05/15/1995","Wilson","Scott A.","5018","05/15/1995","Webster, Chamberlain & Bean","1747 Pennsylvania Avenue, N.W.","Suite 1000","Washington","DC","20006"
"05/31/1996","05/15/1995","Webster","George D.","5018","05/15/1995","Webster, Chamberlain & Bean","1747 Pennsylvania Avenue, N.W.","Suite 1000","Washington","DC","20006"
"05/31/1996","05/15/1995","Herold","Arthur L.","5018","05/15/1995","Webster, Chamberlain & Bean","1747 Pennsylvania Avenue, N.W.","Suite 1000","Washington","DC","20006"
"05/31/1996","05/15/1995","Goch","David P.","5018","05/15/1995","Webster, Chamberlain & Bean","1747 Pennsylvania Avenue, N.W.","Suite 1000","Washington","DC","20006"
"10/30/1998","11/25/1997","Ban","Jonathan Peter","5017","04/25/1995","Keller & Heckman, L.L.P.","Washington Center Building","1001 G Street, N.W. #500W","Washington","DC","20001"
"09/01/1998","04/25/1995","Coffield","Shirley A.","5017","04/25/1995","Keller & Heckman, L.L.P.","Washington Center Building","1001 G Street, N.W. #500W","Washington","DC","20001"
"10/30/1998","04/25/1995","Garrett","Arthur S. , III","5017","04/25/1995","Keller & Heckman, L.L.P.","Washington Center Building","1001 G Street, N.W. #500W","Washington","DC","20001"
"04/30/2003","06/21/1996","Johnson","Robert W. , II","5016","04/20/1995","Washington World Group, Ltd.","2120 L Street, N.W.","Suite 100","Washington","DC","20037"
"04/30/2003","07/06/1995","Cohen","Herman J.","5016","04/20/1995","Washington World Group, Ltd.","2120 L Street, N.W.","Suite 100","Washington","DC","20037"
"04/30/2003","07/06/1995","Woods","James L.","5016","04/20/1995","Washington World Group, Ltd.","2120 L Street, N.W.","Suite 100","Washington","DC","20037"
"04/30/2003","07/06/1995","English","Marie-Violaine","5016","04/20/1995","Washington World Group, Ltd.","2120 L Street, N.W.","Suite 100","Washington","DC","20037"
"04/30/2003","04/20/1995","van Kloberg","Edward J. , III","5016","04/20/1995","Washington World Group, Ltd.","2120 L Street, N.W.","Suite 100","Washington","DC","20037"
"04/30/1996","04/14/1995","Littell","Richard","5015","04/14/1995","Law Office of Richard Littell","1220 - 19th Street, N.W.","Suite 400","Washington","DC","20036"
"10/31/1995","04/13/1995","Gerson","Allan","5014","04/13/1995","Shapiro & Olander","36 South Charles Street","20th Floor","Baltimore","MD","21201-3147"
"10/31/1995","04/13/1995","Puckett","A. Lynne","5014","04/13/1995","Shapiro & Olander","36 South Charles Street","20th Floor","Baltimore","MD","21201-3147"
"10/31/1995","04/13/1995","Guinot","Luis , Jr.","5014","04/13/1995","Shapiro & Olander","36 South Charles Street","20th Floor","Baltimore","MD","21201-3147"
"04/30/2001","09/08/2000","Lai","I Chung","5013","04/12/1995","Taiwan Democratic Progressive Party Mission in the U.S.","National Press Building","529 - 14th Street, N.W. #600","Washington","DC","20045"
"07/30/1999","05/03/1999","Fan","Bobby H.S.","5013","04/12/1995","Taiwan Democratic Progressive Party Mission in the U.S.","National Press Building","529 - 14th Street, N.W. #600","Washington","DC","20045"
"01/15/2000","05/03/1999","Pai","Pei-Hwa","5013","04/12/1995","Taiwan Democratic Progressive Party Mission in the U.S.","National Press Building","529 - 14th Street, N.W. #600","Washington","DC","20045"
"07/31/1998","04/12/1995","Chang","Parris","5013","04/12/1995","Taiwan Democratic Progressive Party Mission in the U.S.","National Press Building","529 - 14th Street, N.W. #600","Washington","DC","20045"
"08/30/1996","04/12/1995","Markey","Mary Beth","5013","04/12/1995","Taiwan Democratic Progressive Party Mission in the U.S.","National Press Building","529 - 14th Street, N.W. #600","Washington","DC","20045"
"07/23/1998","04/12/1995","Lim","Kok-ui (David Kuowei Lin)","5013","04/12/1995","Taiwan Democratic Progressive Party Mission in the U.S.","National Press Building","529 - 14th Street, N.W. #600","Washington","DC","20045"
"01/31/1997","04/12/1995","Hung","Y.T.","5013","04/12/1995","Taiwan Democratic Progressive Party Mission in the U.S.","National Press Building","529 - 14th Street, N.W. #600","Washington","DC","20045"
"08/30/1996","04/12/1995","Hsiao","Bi-Khim","5013","04/12/1995","Taiwan Democratic Progressive Party Mission in the U.S.","National Press Building","529 - 14th Street, N.W. #600","Washington","DC","20045"
"10/31/1996","04/11/1995","Sczudlo","Paul A.","5012","04/11/1995","Loeb & Loeb, L.L.P.","1000 Wilshire Boulevard","Suite 1800","Los Angeles","CA","90017-2475"
"10/31/1996","04/11/1995","Stiglitz","Bruce M.","5012","04/11/1995","Loeb & Loeb, L.L.P.","1000 Wilshire Boulevard","Suite 1800","Los Angeles","CA","90017-2475"
"03/28/1999","04/11/1995","Derwinski","Edward","5011","04/11/1995","Derwinski, Edward","1800 Diagonal Road","Suite 600","Alexandria","VA","22314"
"10/31/1995","04/05/1995","Halper","Stefan A.","5008","04/05/1995","Brown Communications, Inc.","725 - 2nd Street, N.E.","","Washington","DC","20002"
"10/31/1995","04/05/1995","Mendason","Beth Rose","5008","04/05/1995","Brown Communications, Inc.","725 - 2nd Street, N.E.","","Washington","DC","20002"
"10/31/1995","04/05/1995","Jones","Walker","5008","04/05/1995","Brown Communications, Inc.","725 - 2nd Street, N.E.","","Washington","DC","20002"
"04/30/1995","06/07/1995","Davis","Arthur","5007","04/04/1995","Guatemala FUNDESA Working Group","1050 Potomac Street, N.W.","","Washington","DC","20007"
"04/30/1995","04/13/1995","Ashby","Timothy F.","5007","04/04/1995","Guatemala FUNDESA Working Group","1050 Potomac Street, N.W.","","Washington","DC","20007"
"04/30/1995","04/13/1995","Peters","Mary E. Norris","5007","04/04/1995","Guatemala FUNDESA Working Group","1050 Potomac Street, N.W.","","Washington","DC","20007"
"10/31/1995","04/04/1995","Johnson","Robert W. , II","5007","04/04/1995","Guatemala FUNDESA Working Group","1050 Potomac Street, N.W.","","Washington","DC","20007"
"04/30/1995","04/04/1995","van Kloberg","Edward J. , III","5007","04/04/1995","Guatemala FUNDESA Working Group","1050 Potomac Street, N.W.","","Washington","DC","20007"
"04/17/1995","04/17/1994","Douglas","Richard","5007","04/04/1995","Guatemala FUNDESA Working Group","1050 Potomac Street, N.W.","","Washington","DC","20007"
"","08/26/2022","O'Loughlin","Gregory","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"","03/06/2017","Guilfoyle","Mark","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"06/11/2021","09/16/2015","Duffy","Emmet","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"05/17/2017","08/13/2012","Cullen","James P.","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"09/11/2015","07/25/2012","Duffy","Conor","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"01/31/1999","10/31/1995","Clifford","Kieran","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"09/30/1998","06/29/1995","Keane","Mairead","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"03/31/1999","06/14/1995","Breen","Colin J.","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"06/30/1996","06/14/1995","Staunton","Ciaran","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"03/31/1999","06/14/1995","Panaro","Jim","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"09/30/1995","06/14/1995","Gill","Roger Brendan","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"10/11/2007","06/14/1995","Eaton","Shannon","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"03/31/2003","06/14/1995","Collins","John","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"05/31/1995","06/09/1995","McCloskey","Adrian","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"11/30/2004","06/09/1995","Stanton","Richard M.","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"03/16/2012","04/03/1995","Downes","Lawrence","5006","04/03/1995","Friends of Sinn Fein, Inc.","1212 Avenue of the Americas ","5th Floor","New York","NY","10036"
"05/03/1995","03/21/1995","Stewart","Wyatt","5005","03/21/1995","Schechter, Richard","1825 I Street, N.W.","Suite 400","Washington","DC","20006-0006"
"09/30/1995","03/13/1995","Foley","Mary","5004","03/13/1995","Fratelli Group","1300 Connecticut Avenue, N.W.","Suite 600","Washington","DC","20036"
"09/30/1995","03/13/1995","Thomas","S. Eric","5004","03/13/1995","Fratelli Group","1300 Connecticut Avenue, N.W.","Suite 600","Washington","DC","20036"
"09/30/1995","03/13/1995","O'Brien","Francis","5004","03/13/1995","Fratelli Group","1300 Connecticut Avenue, N.W.","Suite 600","Washington","DC","20036"
"09/30/1995","03/13/1995","Gardner","Page","5004","03/13/1995","Fratelli Group","1300 Connecticut Avenue, N.W.","Suite 600","Washington","DC","20036"
"09/30/2007","09/13/2000","Lang","Elizabeth D.H.","5003","03/10/1995","Cohen & Woods International, Inc.","1900 L Street, N.W.","Suite 320","Washington","DC","20036"
"09/30/2007","03/01/1999","Denison","George H.","5003","03/10/1995","Cohen & Woods International, Inc.","1900 L Street, N.W.","Suite 320","Washington","DC","20036"
"12/31/2001","09/23/1998","Boyer","Allison G.","5003","03/10/1995","Cohen & Woods International, Inc.","1900 L Street, N.W.","Suite 320","Washington","DC","20036"
"07/01/1999","12/31/1997","Hayes","George Stephen","5003","03/10/1995","Cohen & Woods International, Inc.","1900 L Street, N.W.","Suite 320","Washington","DC","20036"
"02/28/1998","10/31/1997","Castiel","Carol S.","5003","03/10/1995","Cohen & Woods International, Inc.","1900 L Street, N.W.","Suite 320","Washington","DC","20036"
"12/31/1995","07/18/1995","Coulbary","Jean-Marie","5003","03/10/1995","Cohen & Woods International, Inc.","1900 L Street, N.W.","Suite 320","Washington","DC","20036"
"02/29/2000","07/18/1995","English","Marie-Violaine","5003","03/10/1995","Cohen & Woods International, Inc.","1900 L Street, N.W.","Suite 320","Washington","DC","20036"
"02/29/2004","03/10/1995","Woods","James L.","5003","03/10/1995","Cohen & Woods International, Inc.","1900 L Street, N.W.","Suite 320","Washington","DC","20036"
"09/30/2007","03/10/1995","Cohen","Herman J.","5003","03/10/1995","Cohen & Woods International, Inc.","1900 L Street, N.W.","Suite 320","Washington","DC","20036"
"06/23/1995","03/09/1995","Harrison","Robert C.","5001","03/09/1995","Pathfinder Group, L.L.C.","3406 Noble Avenue","","Richmond","VA","23222"
"06/23/1995","03/09/1995","Rodgers","Thomas C.","5001","03/09/1995","Pathfinder Group, L.L.C.","3406 Noble Avenue","","Richmond","VA","23222"
"06/24/1997","10/10/1995","Cohen","Jerome J.","5000","03/07/1995","Atlantic Gulf Communities Corporation","2601 South Bayshore Drive","","Miami","FL","33133-5461"
"09/30/1998","03/07/1995","Andolsek","Charles M.","5000","03/07/1995","Atlantic Gulf Communities Corporation","2601 South Bayshore Drive","","Miami","FL","33133-5461"
"09/30/1998","03/07/1995","Rutherford","J. Larry","5000","03/07/1995","Atlantic Gulf Communities Corporation","2601 South Bayshore Drive","","Miami","FL","33133-5461"
"09/30/1998","03/07/1995","Rose","Harry","5000","03/07/1995","Atlantic Gulf Communities Corporation","2601 South Bayshore Drive","","Miami","FL","33133-5461"
"03/31/1997","03/07/1995","Richardson","Thomas E.","5000","03/07/1995","Atlantic Gulf Communities Corporation","2601 South Bayshore Drive","","Miami","FL","33133-5461"
"05/31/1997","03/07/1995","Pfersich","Gordon J.","5000","03/07/1995","Atlantic Gulf Communities Corporation","2601 South Bayshore Drive","","Miami","FL","33133-5461"
"09/30/1998","03/07/1995","Jeffrey","Thomas W.","5000","03/07/1995","Atlantic Gulf Communities Corporation","2601 South Bayshore Drive","","Miami","FL","33133-5461"
"09/30/1998","03/07/1995","Anness","Lisa D.","5000","03/07/1995","Atlantic Gulf Communities Corporation","2601 South Bayshore Drive","","Miami","FL","33133-5461"
"09/30/1997","08/09/1996","Millard","Cara","4999","03/03/1995","Decision Management, Inc.","2010 Corporate Ridge","7th Floor","McLean","VA","22102"
"09/30/1997","03/03/1995","Burger","George B.","4999","03/03/1995","Decision Management, Inc.","2010 Corporate Ridge","7th Floor","McLean","VA","22102"
"09/30/1997","03/03/1995","Lunde","Brian A.","4999","03/03/1995","Decision Management, Inc.","2010 Corporate Ridge","7th Floor","McLean","VA","22102"
"03/31/2011","11/09/1998","Akita","Naoko","4998","03/01/1995","Japan Center for Intercultural Communications (JCIC)","2-7-7 Hirakawa-cho","Chiyoda-ku","Tokyo, 102-0093","",""
"03/31/2011","08/27/1997","Fukuyama","Hiroyuki","4998","03/01/1995","Japan Center for Intercultural Communications (JCIC)","2-7-7 Hirakawa-cho","Chiyoda-ku","Tokyo, 102-0093","",""
"03/31/2011","08/27/1997","Kikukawa","Toshikazu","4998","03/01/1995","Japan Center for Intercultural Communications (JCIC)","2-7-7 Hirakawa-cho","Chiyoda-ku","Tokyo, 102-0093","",""
"03/31/1995","03/01/1995","Araki","Taizan","4998","03/01/1995","Japan Center for Intercultural Communications (JCIC)","2-7-7 Hirakawa-cho","Chiyoda-ku","Tokyo, 102-0093","",""
"05/31/1996","03/01/1995","Yoshino","Masumi","4998","03/01/1995","Japan Center for Intercultural Communications (JCIC)","2-7-7 Hirakawa-cho","Chiyoda-ku","Tokyo, 102-0093","",""
"05/31/1996","03/01/1995","Yamamoto","Shizuhiko","4998","03/01/1995","Japan Center for Intercultural Communications (JCIC)","2-7-7 Hirakawa-cho","Chiyoda-ku","Tokyo, 102-0093","",""
"08/01/1995","02/28/1995","Arishima","Akiro","4997","02/28/1995","Hakuhodo, Inc.","Kandabashi Park Building 1-19","Kanda-nishikicho 1-chome","Chiyoda-ku, Tokyo","",""
"08/01/1995","02/28/1995","Watanabe","Kei","4997","02/28/1995","Hakuhodo, Inc.","Kandabashi Park Building 1-19","Kanda-nishikicho 1-chome","Chiyoda-ku, Tokyo","",""
"08/01/1995","02/28/1995","Suzuki","Asao","4997","02/28/1995","Hakuhodo, Inc.","Kandabashi Park Building 1-19","Kanda-nishikicho 1-chome","Chiyoda-ku, Tokyo","",""
"08/01/1995","02/28/1995","Ishino","Ryuichi","4997","02/28/1995","Hakuhodo, Inc.","Kandabashi Park Building 1-19","Kanda-nishikicho 1-chome","Chiyoda-ku, Tokyo","",""
"02/28/1996","02/16/1995","Breger","Marshall","4995","02/16/1995","Hurwitz & Abramson","1735 - 20th Street, N.W.","","Washington","DC","20009"
"06/02/1995","02/08/1995","Reffe","Paige E.","4993","02/08/1995","Cutler & Stanfield","700 - 14th Street, N.W.","10th Floor","Washington","DC","20005"
"01/31/2001","08/01/1997","Duncan","Monica","4992","02/07/1995","Ross-Robinson & Associates","P.O. Box 417","","Basseterre","",""
"08/31/2001","10/30/1995","Blahey","Cecelie Counts","4992","02/07/1995","Ross-Robinson & Associates","P.O. Box 417","","Basseterre","",""
"12/01/1996","10/30/1995","Fenton","David","4992","02/07/1995","Ross-Robinson & Associates","P.O. Box 417","","Basseterre","",""
"08/31/2001","02/07/1995","Ross-Robinson","Hazel","4992","02/07/1995","Ross-Robinson & Associates","P.O. Box 417","","Basseterre","",""
"08/31/2019","07/20/2017","Augustyn","Joseph","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"08/19/2019","07/20/2017","Karchmer","Clifford","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"03/31/2018","07/20/2017","Schumacher","Lauren","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"08/01/2017","07/20/2017","Lanzilao","Elisabetta","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"08/09/2016","10/05/2015","Thompson","Stephen Mark","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"08/01/2017","06/23/2014","Maday","James","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"08/07/2015","04/29/2013","Gregory","Megan","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"11/18/2016","12/31/2012","McDonald","Jackson C.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"03/31/2018","10/15/2012","McLean","Matthew","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"02/26/2016","03/18/2011","Shaiyen","Hubert S.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"10/09/2015","01/10/2011","Jackson","Douglas","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"10/30/2015","12/30/2010","Kurz","Jonathan L.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"08/28/2009","03/02/2005","Smith","Maureen R.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"08/28/2009","01/29/2004","Jenkins","Kempton B.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"05/25/2007","09/25/2003","Knobloch","Jason","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"01/01/2007","05/05/2003","Blacklin","Scott","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"08/31/2003","05/05/2003","Janka","Leslie A.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"02/28/2006","05/05/2003","Perry","Mark","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"09/15/2001","03/29/2001","Callwood","Kevin","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"03/31/2002","02/16/2001","Klass","Richard L.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"11/15/2001","03/26/1999","Merkel","Claire Sechler","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"02/02/1999","09/25/1998","Gawronski","Shannon C.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"04/30/2000","05/12/1998","Kim","Melissa Schrader","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"01/15/1999","04/24/1998","Merkel","David","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"11/30/2014","01/07/1998","Yates","Kenneth A.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"09/04/1998","01/05/1998","Kosztolnik","Heather","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"08/01/1997","07/02/1997","Armstrong","Philip C.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"05/15/1998","07/02/1997","Nugent","David Scott Cases","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"07/01/1997","05/12/1997","III","John J. Rhodes","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"03/01/2002","04/23/1997","O'Neill","Daniel J.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"09/04/1998","03/21/1997","Moxon","Heather Kosztolnik","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"05/02/1997","11/14/1996","Sarmiento","Jessamyn D.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"02/28/1997","06/05/1996","Rabinowitz","Levi","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"04/01/1997","05/14/1996","Evans","Thomas B.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"04/15/1997","01/18/1996","Christianson","Geryld B.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"03/01/1996","08/16/1995","Childs","Stephanie","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"08/31/1996","08/07/1995","Brandon","Harry","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"09/01/1997","07/07/1995","DuBeau","James G.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"08/31/1996","06/02/1995","Sarmiento","Jessamyn D.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"03/15/1997","05/27/1995","Mutch","William D.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"10/31/1997","05/11/1995","Carlstrom","Robert E. , Jr.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"10/31/1997","05/11/1995","Roberts","William  Art","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"10/31/1997","05/11/1995","Donnelly","Thomas R. , Jr.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
"11/30/1995","04/11/1995","Pines","Robert H.","4990","02/06/1995","JWI, LLC","700 New Hampshire Avenue, NW","Watergate South, Suite 1019","Washington","DC","20037"
