"Country/LocationRepresented","Registrant","Registration #","RegistrationDate","Address","State","Foreign Principal","Foreign PrincipalRegistration Date"
"ETHIOPIA","Ethiopian People's Revolutionary Party","4789","04/07/1993","Post Office Box 73337Washington&nbsp;&nbsp;20056-3337","DC","Ethiopian People's Revolutionary Party","04/07/1993"
"BERMUDA","Bermuda Tourism Authority","430","01/30/1947","675 Third Avenue12th FloorNew York&nbsp;&nbsp;10017","NY","Bermuda Tourism Authority","08/21/2014"
"BOSNIA & HERZEGOVINA","RS Office For Cooperation, Trade and Investment LLC","7354","12/26/2023","1701 Pennsylvania Ave. NW, Ste 200Washington&nbsp;&nbsp;20006","DC","Republike Srpska","12/26/2023"
"KAZAKHSTAN","Sheppard Mullin Richter & Hampton LLP","7461","09/10/2024","333 South Hope Street, 43rd FloorLos Angeles&nbsp;&nbsp;90071-1422","CA","Ministry of Justice of the Republic of Kazakhstan","09/10/2024"
"ARMENIA","First Channel America, Inc.","7509","12/21/2024","8241 Babcock AvenueNorth Hollywood&nbsp;&nbsp;91605","CA","Public Television of Armenia CSJC","12/21/2024"
"BAHRAIN","Fleishman-Hillard, Inc.","5801","04/16/2007","200 North BroadwaySt. Louis&nbsp;&nbsp;63102","MO","Bahrain Economic Development Board","10/21/2024"
"SAUDI ARABIA","Fleishman-Hillard, Inc.","5801","04/16/2007","200 North BroadwaySt. Louis&nbsp;&nbsp;63102","MO","Future Investment Initiative Institute (FII Insti tute)","01/24/2025"
"DOMINICAN REPUBLIC","Baez, Amado Alejandro","7292","07/11/2023","71 Bristlecone Lane 13cAugusta&nbsp;&nbsp;30909","GA","Dominican Republic Presidency","07/11/2023"
"TURKEY","LB International Solutions, LLC","6210","03/03/2014","1318 Riggs Street NWWashington&nbsp;&nbsp;20009","DC","Government of the Republic of Turkey, Embassy","03/03/2014"
"CYPRUS","LB International Solutions, LLC","6210","03/03/2014","1318 Riggs Street NWWashington&nbsp;&nbsp;20009","DC","Turkish Republic of Northern Cyprus (TRNC) Washington DC Office","01/03/2023"
"TAIWAN","Empire Consulting Group, Inc.","6919","01/26/2021","1717 K Street, NW9th FloorWashington&nbsp;&nbsp;20006","DC","Tapei Economic & Cultural Representative Office in the United States","01/26/2021"
"TAIWAN","Reed, Travis Dean","7501","12/12/2024","1421 Westbrook AvenueRichmond&nbsp;&nbsp;23227","VA","Taipei Economic and Cultural Representative Office (TECRO)","12/12/2024"
"CONGO DEMOCRATIC REPUBLIC OF THE","King, Isaiah","7224","01/30/2023","1489 Northern Neck DriveVienna&nbsp;&nbsp;22182","VA","Embassy of Democratic Republic Congo","01/30/2023"
"ETHIOPIA","Oromo Liberation Front, North America Office","4610","01/29/1992","C/O Abebe Chewaka 1335 Peabody St., NW  Apt. #311Washington&nbsp;&nbsp;20011","DC","Oromo Liberation Front (OLF)","01/29/1992"
"JAPAN","Butterfield Evans & Associates, LLC","6579","07/31/2018","304 G Street, SEWashington&nbsp;&nbsp;20003","DC","Institute of Cetacean Research","07/31/2018"
"INDONESIA","Yayasan Berbakti Semangat Indonesia","7544","02/25/2025","Menara Karya, Jalan HR Rasuna Said Blok X-5 Kav1-2Kuningan Timur, Setiabudi, Jakarta SelatanJakarta&nbsp;&nbsp;","","Yayasan Berbakti Semangat Indonesia","02/25/2025"
"PAKISTAN","Pakistan Muslim League (Nawaz) USA","6521","11/15/2016","818 Coney Island AvenueBrooklyn&nbsp;&nbsp;11218","NY","Pakistan Muslim League (Nawaz) USA","11/15/2016"
"GERMANY","DLA Piper US LLP","3712","08/05/1985","500 8th Street, NWWashington&nbsp;&nbsp;20004","DC","German State of Rheinland-Pfalz","09/25/2003"
"BAHRAIN","DLA Piper US LLP","3712","08/05/1985","500 8th Street, NWWashington&nbsp;&nbsp;20004","DC","Kingdom of Bahrain","10/15/2024"
"SOUTH AFRICA","Welch, Ba-Shen","6947","04/12/2021","1284 Mountain LaneGardendale&nbsp;&nbsp;35071","AL","Tshilidzi Ratshitanga","04/12/2021"
"SOUTH AFRICA","Welch, Ba-Shen","6947","04/12/2021","1284 Mountain LaneGardendale&nbsp;&nbsp;35071","AL","Sihle Mzoneli","04/12/2021"
"SOMALIA","White Star Business Group LLC","7468","09/25/2024","1692 K Street, NW, Suite 300Washington&nbsp;&nbsp;20006","DC","Hormuud Telecom Somalia Inc.","09/25/2024"
"NIGERIA","United States of Biafra-Biafra Republic Government in Exile-Defacto","7536","02/10/2025","2435 Candler RoadDecatur&nbsp;&nbsp;30032","GA","United States of Biafra","02/10/2025"
"CHINA","Xin Min International, Inc.","6897","12/01/2020","5250 Sereno DriveTemple City&nbsp;&nbsp;91780","CA","Guoshun Zhu","12/01/2020"
"SCOTLAND","Scottish Enterprise","3013","04/17/1979","SCTR Ltd British Consulate One Broadway 7th FloorCambridge&nbsp;&nbsp;02109","MA","Scottish Enterprise (formerly: Scottish Development Agency)","04/17/1979"
"TURKEY","CHP Representation to the United States, LLC","6168","05/06/2013","The Willard Office Building1455 Pennsylvania Avenue, NW Suite 400 Fourth FloorWashington&nbsp;&nbsp;20004","DC","Republican People's Party of Turkey (CHP)","05/06/2013"
"ST. BARTHELEMY","Lou Hammond & Associates, Inc.","6306","07/20/2015","900 3rd AvenueSuite 200New York&nbsp;&nbsp;10022","NY","Territorial Committee of the Tourism of Saint Barthelemy","07/20/2015"
"UNITED ARAB EMIRATES","Lou Hammond & Associates, Inc.","6306","07/20/2015","900 3rd AvenueSuite 200New York&nbsp;&nbsp;10022","NY","Dubai Corporation for Tourism and Commerce Marketing","11/13/2023"
"INTERNATIONAL","The Bennett Group DC, LLC","7479","10/21/2024","122 C Street NW, Suite 515Washington&nbsp;&nbsp;20001","DC","African Export-Import Bank","10/21/2024"
"ITALY","Italian Government Tourist Board, New York","568","04/21/1949","686 Park Avenue3rd FloorNew York&nbsp;&nbsp;10065","NY","Ente Nazionale Italiano per il Turismo","04/21/1949"
"CAMBODIA","Heimberg, Steven Andrew","6973","06/10/2021","5409 Aldea AvenueEncino&nbsp;&nbsp; 91316","CA","Ministry of Culture and Fine Arts of Cambodia","06/10/2021"
"LIBERIA","Unity Party USA and Canada National Chapter","7309","08/27/2023","7011 Large StreetPhiladelphia&nbsp;&nbsp;19149","PA","Unity Party of Liberia","08/27/2023"
"JAPAN","Patrick Griffin","6815","04/10/2020","750 9th Street NWSuite 501Washington&nbsp;&nbsp;20001","DC","Embassy of Japan","04/10/2020"
"SAUDI ARABIA","Aramco Affiliated Services Company (AASC)","6390","11/14/2016","Two Allen Center1200 Smith Street, 36th FloorHouston&nbsp;&nbsp;77002","TX","Saudi Arabian Oil Company (Saudi Aramco)","11/14/2016"
"SAUDI ARABIA","Aramco Affiliated Services Company (AASC)","6390","11/14/2016","Two Allen Center1200 Smith Street, 36th FloorHouston&nbsp;&nbsp;77002","TX","Government of the Kingdom of Saudi Arabia","11/14/2016"
"JAPAN","Greenfield Law, LLC","6294","05/16/2015","11155 Dolfield Boulevard, Suite 200Owings Mills&nbsp;&nbsp;21117","MD","Embassy of Japan","05/16/2015"
"JAPAN","Hogan Lovells US LLP","2244","02/18/1971","555 13th Street, NWColumbia SquareWashington&nbsp;&nbsp;20004-1109","DC","Embassy of Japan","04/19/2001"
"SAUDI ARABIA","Hogan Lovells US LLP","2244","02/18/1971","555 13th Street, NWColumbia SquareWashington&nbsp;&nbsp;20004-1109","DC","Royal Embassy of Saudi Arabia, Washington, D.C.","09/24/2007"
"KOREA SOUTH","Hogan Lovells US LLP","2244","02/18/1971","555 13th Street, NWColumbia SquareWashington&nbsp;&nbsp;20004-1109","DC","Ministry of Trade, Industry and Energy (MOTIE) of the Republic of Korea","08/13/2024"
"TAIWAN","Taiwan Democratic Progressive Party Mission in the U.S.","6187","09/06/2013","1717 K Street N.W. Suite 925Washington&nbsp;&nbsp;20006","DC","Democratic Progressive Party","09/06/2013"
"CZECHIA","Webb, David Scott","7132","06/28/2022","800 Hallsworth CVCollierville&nbsp;&nbsp;38017","TN","Jagello 2000","06/28/2022"
"AUSTRALIA","Cotchett, Pitre & McCarthy, LLP","7480","10/21/2024","840 Malcolm Road, Suite 200Burlingame&nbsp;&nbsp;94010","CA","Intergenerational Environment Justice Fund Ltd","10/21/2024"
"BOSNIA & HERZEGOVINA","RRB Strategies LLC","7562","03/31/2025","2934 W. Sunnyside Avenue Chicago&nbsp;&nbsp;60625","IL","Republic of Srpska","03/31/2025"
"SPAIN","Kesti, Michael Wayne","7375","02/24/2024","8161 SW 170th TerracePalmetto Bay&nbsp;&nbsp;33157","FL","Joaquim Badia","02/24/2024"
"KOREA SOUTH","Lee, John","7436","07/29/2024","537, Haeansaneop-ro, Sanam-myeon, Sacheon-siGyeongsangnam-do&nbsp;&nbsp;","","Korea AeroSpace Administration","07/29/2024"
"IRAQ","American Kurdish Committee, Inc. (AKC)","7367","01/31/2024","405 Lexington AvenueNew York&nbsp;&nbsp;10174","NY","Kurdistan Regional Government, Iraq","01/31/2024"
"UKRAINE","Zaslavskiy, Ilya","7503","12/13/2024","Sichovyh Striltsiv Street, Building 90, Apt 15, City of Ivano-FrankivskIvano-Frankivsk district&nbsp;&nbsp;","","Razom We Stand","12/13/2024"
"JAPAN","Manufactured Imports and Investment Promotion Organization (MIPRO)","3196","02/05/1981","1225 19th Street, NWSuite 310Washington&nbsp;&nbsp;20036","DC","Manufactured Imports and Investment Promotion Organization (MIPRO)","02/05/1981"
"SOUTH AFRICA","Brand South Africa","6342","03/21/2016","103 Central StreetHoughton Estate GautengJohannesburg&nbsp;&nbsp;","","Brand South Africa","03/21/2016"
"CANADA","Nelson Mullins Riley & Scarborough, LLP","5928","04/10/2009","1320 Main Street17th FloorColumbia&nbsp;&nbsp;29201","SC","Province of Saskatchewan","04/10/2009"
"BARBADOS","Berliner Corcoran & Rowe, LLP","5299","02/02/1999","1101 17th Street, NWSuite 1100Washington&nbsp;&nbsp;20036","DC","Invest Barbados","02/13/2009"
"CHINA","Rathmell Short LLP","7554","03/11/2025","1519 28th Street NWWashington&nbsp;&nbsp;20007","DC","XH Smart Tech China Co. Ltd.","03/11/2025"
"IRAQ","Government of Ezidikhan","7538","02/12/2025","305 Rose AvenueLos Angeles&nbsp;&nbsp;90291","CA","Government of Ezidikhan (Indigenous nation within Iraq)","02/12/2025"
"VENEZUELA","Amsterdam & Partners, LLP","6325","10/26/2015","601 Thirteenth Street, NWEleventh Floor SouthWashington&nbsp;&nbsp;20005","DC","Reinaldo Munoz Pedroza, Attorney General, Bolivarian Republic of Venezuela","03/20/2020"
"LIBYA","Baker & Hostetler LLP","6966","05/27/2021","1050 Connecticut Avenue, NWSuite 1100Washington&nbsp;&nbsp;20036","DC","Libya Asset Recovery & Management Office (""LARMO"")","05/27/2021"
"UKRAINE","Ben Barnes Group","7250","03/28/2023","PO Box 81676Austin&nbsp;&nbsp;78708","TX","Dmitry Firtash","03/28/2023"
"HAITI","The Estopinan Group LLC","7546","02/25/2025","2111 Wilson Boulevard, 8th FloorArlington&nbsp;&nbsp;22201","VA","National Movement To Rebuilt And Reconcile Haiti","02/25/2025"
"DENMARK","VisitDenmark","634","07/25/1950","655 Third Avenue18th Floor, Suite 2010New York&nbsp;&nbsp;10017","NY","VisitDenmark","07/25/1950"
"SWEDEN","VisitSweden","4885","01/26/1994","655 Third Avenue18th FloorNew York&nbsp;&nbsp;10017","NY","'V.S. VisitSweden AB'.","07/31/1996"
"IRAQ","Iraqi Nationalist Opposition Front (INOF)","6992","08/16/2021","1415 Fort Riley BoulevardManhattan&nbsp;&nbsp;66502","KS","Iraqi Nationalist Opposition Front (INOF)","08/16/2021"
"KOREA SOUTH","Kim, Hyun Dae","7441","08/12/2024","537, Haeansaneop-ro, Sanam-myeon, Sacheon-si, Gyeongsangnam-do&nbsp;&nbsp;","","Korea AeroSpace Administration","08/12/2024"
"IRELAND","Anglin, Dion","7391","03/28/2024","4256 Colton CircleNaperville&nbsp;&nbsp;60564","IL","Xerotech Limited","03/28/2024"
"PANAMA","VantageKnight LLC","7521","01/17/2025","705 Fernandez Juncos AvenueSan Juan&nbsp;&nbsp;","","Government of the Republic of Panama through BGR Government Affairs, LLC","01/17/2025"
"UKRAINE","Mac, Andrew","6750","11/14/2019","1717 K Street, NWSuite 900Washington&nbsp;&nbsp;20006","DC","Volodymyr Zelensky","11/14/2019"
"QATAR","Moran Global Strategies, Inc.","7255","04/10/2023","1023 Queen StreetAlexandria&nbsp;&nbsp;22314","VA","State of Qatar","04/10/2023"
"NIGERIA","Moran Global Strategies, Inc.","7255","04/10/2023","1023 Queen StreetAlexandria&nbsp;&nbsp;22314","VA","Biafra Republic Government In-Exile","06/20/2024"
"ERITREA","Moran Global Strategies, Inc.","7255","04/10/2023","1023 Queen StreetAlexandria&nbsp;&nbsp;22314","VA","National Representative Council of Eritrea-Government In-Exile (NRCE-GIE)","06/20/2024"
"ARMENIA","Moran Global Strategies, Inc.","7255","04/10/2023","1023 Queen StreetAlexandria&nbsp;&nbsp;22314","VA","National Democratic Alliance of Armenia","06/20/2024"
"CAMEROON","Moran Global Strategies, Inc.","7255","04/10/2023","1023 Queen StreetAlexandria&nbsp;&nbsp;22314","VA","Ambazonia Governing Council","01/08/2025"
"UNITED ARAB EMIRATES","Peterson, Charles Hayes","7264","04/27/2023","1086 Los Altos AvenueLos Altos&nbsp;&nbsp;94022","CA","Emirates Nuclear Energy Company","04/27/2023"
"UNITED ARAB EMIRATES","Soliman, Wael","7530","01/29/2025","196 Martin LaneAlexandria&nbsp;&nbsp; 22304","VA","United Arab Emirates Embassy in Washington D.C.","01/29/2025"
"KAZAKHSTAN","Wiles, Lanny","6664","04/15/2019","5290 Big Island DriveUnit 1317Jacksonville&nbsp;&nbsp;32246","FL","Bergey Ryskaliyev","05/31/2019"
"IRAQ","Sarafa, Michael Gregory","7362","01/23/2024","201 West Big BeaverSuite 1200Troy&nbsp;&nbsp;48084","MI","Embassy of the Republic of Iraq","01/23/2024"
"AUSTRIA","Austrian Tourist Office, Inc.","495","10/03/1947","61 Broadway#1701New York&nbsp;&nbsp;10006","NY","Austrian National Tourist Office","10/03/1947"
"TURKEY","Geoffrey Weill","7173","09/27/2022","Geoffrey Weill Associates29 Broadway, Suite 2205New York&nbsp;&nbsp;10006","NY","GOTURKIYE - Turkish Ministry of Culture & Tourism","09/27/2022"
"UNITED ARAB EMIRATES","Akin, Gump, Strauss, Hauer & Feld, LLP","3492","06/24/1983","2001 K Street, NWWashington&nbsp;&nbsp;20006","DC","Embassy of the United Arab Emirates","09/10/2007"
"JAPAN","Akin, Gump, Strauss, Hauer & Feld, LLP","3492","06/24/1983","2001 K Street, NWWashington&nbsp;&nbsp;20006","DC","Embassy of Japan","03/02/2011"
"MARSHALL ISLANDS","Akin, Gump, Strauss, Hauer & Feld, LLP","3492","06/24/1983","2001 K Street, NWWashington&nbsp;&nbsp;20006","DC","Government of the Republic of the Marshall Islands","09/06/2017"
"PALAU","Akin, Gump, Strauss, Hauer & Feld, LLP","3492","06/24/1983","2001 K Street, NWWashington&nbsp;&nbsp;20006","DC","Republic of Palau","08/30/2021"
"MOROCCO","Akin, Gump, Strauss, Hauer & Feld, LLP","3492","06/24/1983","2001 K Street, NWWashington&nbsp;&nbsp;20006","DC","Embassy of the Kingdom of Morocco","11/11/2021"
"CAMBODIA","Akin, Gump, Strauss, Hauer & Feld, LLP","3492","06/24/1983","2001 K Street, NWWashington&nbsp;&nbsp;20006","DC","Embassy of the Kingdom of Cambodia","01/21/2022"
"SAUDI ARABIA","Akin, Gump, Strauss, Hauer & Feld, LLP","3492","06/24/1983","2001 K Street, NWWashington&nbsp;&nbsp;20006","DC","Public Investment Fund","09/15/2023"
"SWITZERLAND","Akin, Gump, Strauss, Hauer & Feld, LLP","3492","06/24/1983","2001 K Street, NWWashington&nbsp;&nbsp;20006","DC","State Secretariat for Economic Affairs (SECO)","03/14/2025"
"SINGAPORE","Singapore Tourism Board","2414","03/27/1973","589 5th AvenueSuite 710New York&nbsp;&nbsp;10017","NY","Republic of Singapore","03/27/1973"
"PAKISTAN","Kashmir Action Network, LLC","6912","01/21/2021","1300 I Street, NWSuite 400EWashington&nbsp;&nbsp;20005","DC","Bilal Ahmed Ghaffar","01/21/2021"
"TAIWAN","Skyline Capitol LLC","7404","05/07/2024","122 C Street, NWSuite 515Washington&nbsp;&nbsp; 20001","DC","Taipei Economic and Cultural Representative Office in the U.S.","05/07/2024"
"TURKEY","Skyline Capitol LLC","7404","05/07/2024","122 C Street, NWSuite 515Washington&nbsp;&nbsp; 20001","DC","Government of the Republic of Turkey","09/13/2024"
"AZERBAIJAN","Skyline Capitol LLC","7404","05/07/2024","122 C Street, NWSuite 515Washington&nbsp;&nbsp; 20001","DC","Embassy of the Republic of Azerbaijan to the United States of America","06/10/2024"
"CHINA","Warner Norcross + Judd","7261","04/21/2023","150 Ottawa Ave NWSuite 1500Grand Rapids&nbsp;&nbsp; 49503","MI","Gotion, Inc.","04/21/2023"
"CANADA","Warner Norcross + Judd","7261","04/21/2023","150 Ottawa Ave NWSuite 1500Grand Rapids&nbsp;&nbsp; 49503","MI","Red White & Bloom Brands Inc","06/20/2023"
"INDONESIA","Ott, Bielitzki & O'Neill PLLC","6573","07/20/2018","1629 K Street, NWSuite 300Washington&nbsp;&nbsp;20006","DC","Ministry of Defense of the Republic of Indonesia","06/21/2021"
"MALAYSIA","Malaysian Investment Development Authority","5350","12/10/1999","226 Airport ParkwaySuite 480San Jose&nbsp;&nbsp;95110","CA","Malaysian Investment Development Authority","12/10/1999"
"BELGIUM","Open Dialogue Foundation, Inc.","7246","03/20/2023","Brickell Bayview Center80 S.W. 8th Street, Suite 2000Miami&nbsp;&nbsp;33130","FL","Open Dialogue Foundation","03/20/2023"
"ISRAEL","Goetsch, Robert","7485","10/30/2024","20500 Stone Fox CourtLeesburg&nbsp;&nbsp;20175","VA","Combatica LTD","10/30/2024"
"SAUDI ARABIA","Marson, Barrett","7505","12/19/2024","13690 N 70th DrivePeoria&nbsp;&nbsp;85381","AZ","Almarai","12/19/2024"
"BOSNIA & HERZEGOVINA","Zell & Associates International Advocates LLC","7517","01/13/2025","1345 Avenue of the AmericasNew York&nbsp;&nbsp;10105","NY","Republika Srpska","01/13/2025"
"CZECHIA","Czech Center, New York","5115","06/21/1996","321 E 73rd StreetNew York&nbsp;&nbsp;10021","NY","Czech Ministry of Foreign Affairs","06/21/1996"
"UZBEKISTAN","Mercado, Sixto","7285","06/20/2023","1325 18th Street, NWApt 901Washington&nbsp;&nbsp;20036","DC","Ministry of Foreign Affairs of Uzbekistan","06/20/2023"
"SYRIA","U.S. Mission of the Syrian Democratic Council","6516","01/31/2018","800 Maine Avenue, SW Suite 311Washington&nbsp;&nbsp;20024","DC","Syrian Democratic Council","01/31/2018"
"CHINA","Xinhua News Agency North America","6958","05/05/2021","1540 Broadway Floor 44New York&nbsp;&nbsp;10036","NY","Xinhua News Agency","05/05/2021"
"CHINA","China National Tourist Office","3318","12/30/1981","370 Lexington AvenueSuite 400New York&nbsp;&nbsp;10017","NY","China National Tourism Administration (formerly: China International Travel Service)","12/30/1981"
"PALESTINE","Squire Patton Boggs, LLP","2165","10/09/1969","2550 M Street, NWWashington&nbsp;&nbsp;20037-1350","DC","Palestinian Authority","11/14/2014"
"KOREA SOUTH","Squire Patton Boggs, LLP","2165","10/09/1969","2550 M Street, NWWashington&nbsp;&nbsp;20037-1350","DC","Embassy of the Republic of Korea","01/10/2018"
"ANGOLA","Squire Patton Boggs, LLP","2165","10/09/1969","2550 M Street, NWWashington&nbsp;&nbsp;20037-1350","DC","Government of the Republic of Angola","06/25/2019"
"COLOMBIA","Squire Patton Boggs, LLP","2165","10/09/1969","2550 M Street, NWWashington&nbsp;&nbsp;20037-1350","DC","The Embassy of Colombia in the United States","10/07/2024"
"QATAR","Bachner Group LLC","7271","05/12/2023","1701 Pennsylvania Avenue, NW #200Washington&nbsp;&nbsp;20006","DC","Qatar","05/12/2023"
"GUYANA","Behrend, Jane S.","6902","12/30/2020","4850 Manget CourtDunwoody&nbsp;&nbsp;30338","GA","Guyana Ministry of Tourism, Industry & Commerce","12/30/2020"
"SAUDI ARABIA","McKeon Group, Inc.","6391","11/16/2016","675 North Washington StreetSuite 340Alexandria&nbsp;&nbsp;22314","VA","Embassy of Saudi Arabia","06/29/2018"
"TURKEY","Garvey Strategies","6974","06/11/2021","1695 Anne CourtAnnapolis&nbsp;&nbsp;21401","MD","Embassy of Turkey","06/11/2021"
"VENEZUELA","CITGO Petroleum Corporation (CPC)","6996","08/20/2021","1293 Eldridge ParkwayHouston&nbsp;&nbsp;77077","TX","The Ad Hoc Board of Petroleos de Venezuela, S.A. (PDVSA Ad Hoc Board)","08/20/2021"
"ITALY","GMJ Global, LLC","7516","01/10/2025","202 Hilltop DriveUpper Nyack&nbsp;&nbsp;10960","NY","Italian Trade Agency","01/10/2025"
"QATAR","Iron Bridge Strategies LLC","6497","12/08/2017","5573 Seminary RoadUnit 106Falls Church&nbsp;&nbsp;22041","VA","Embassy of the State of Qatar through Venable LLP","12/08/2017"
"MOROCCO","Iron Bridge Strategies LLC","6497","12/08/2017","5573 Seminary RoadUnit 106Falls Church&nbsp;&nbsp;22041","VA","Ministry of Foreign Affairs and International Cooperation of the Kingdom of Morocco (through JPC Strategies LLC)","01/29/2018"
"YEMEN","Ahmed, Summer","6983","08/03/2021","2222 W. Grand River AvenueSuite AOkemos&nbsp;&nbsp;48864","MI","Southern Transitional Council","08/03/2021"
"GERMANY","Delegation of German Industry and Commerce in Washington DC, LLC","7002","08/30/2021","1130 Connecticut Avenue, NW #1200Washington&nbsp;&nbsp;20036","DC","DIHK DEinternational GmbH","08/30/2021"
"PAKISTAN","Ajjan Associates LLC","7533","02/04/2025","501 Mortimer CourtFranklin Lakes&nbsp;&nbsp;07417","NJ","Institute of Regional Studies","02/04/2025"
"SAUDI ARABIA","Hohlt Group Global, LLC","6384","10/26/2016","1455 Pennsylvania Avenue, NWSuite 1140Washington&nbsp;&nbsp;20004","DC","Government of Saudi Arabia","10/26/2016"
"SAUDI ARABIA","Teneo Strategy LLC","6698","07/08/2019","280 Park Avenue4th FloorNew York&nbsp;&nbsp;10017","NY","NEOM Company","07/08/2019"
"SAUDI ARABIA","Teneo Strategy LLC","6698","07/08/2019","280 Park Avenue4th FloorNew York&nbsp;&nbsp;10017","NY","Public Investment Fund","09/05/2021"
"SAUDI ARABIA","Teneo Strategy LLC","6698","07/08/2019","280 Park Avenue4th FloorNew York&nbsp;&nbsp;10017","NY","Regional Voluntary Carbon Market Company (RVCMC)","08/18/2023"
"AZERBAIJAN","Teneo Strategy LLC","6698","07/08/2019","280 Park Avenue4th FloorNew York&nbsp;&nbsp;10017","NY","COP29 Azerbaijan Operations Company","06/10/2024"
"DOMINICAN REPUBLIC","Teneo Strategy LLC","6698","07/08/2019","280 Park Avenue4th FloorNew York&nbsp;&nbsp;10017","NY","New York Office of the Ministry of Tourism of the Dominican Republic","02/19/2025"
"PARAGUAY","Planty & Associates LLC","7136","07/09/2022","107 Levenbury PlaceHamilton&nbsp;&nbsp;20158","VA","Lilian Samaniego","07/09/2022"
"MOZAMBIQUE","Ernest, Unik","7507","12/20/2024","5300 W 16 Ave. Apt. 325Hialeah&nbsp;&nbsp;33012","FL","Daniel Francisco Chapo","12/20/2024"
"CANADA","Capitol Counsel, LLC","6328","11/19/2015","700 13th Street, NWSuite 200Washington&nbsp;&nbsp;20005","DC","Government of Alberta (Canada)","06/24/2022"
"CANADA","Capitol Counsel, LLC","6328","11/19/2015","700 13th Street, NWSuite 200Washington&nbsp;&nbsp;20005","DC","Government of Ontario (Canada) - Ministry of Intergovernmental Affairs - Cabinet Office","08/09/2024"
"IRAQ","Holly Strategies Incorporated","6605","10/31/2018","825 South Monroe StreetArlington&nbsp;&nbsp;22204","VA","Embassy of the Republic of Iraq","10/31/2018"
"EGYPT","Holly Strategies Incorporated","6605","10/31/2018","825 South Monroe StreetArlington&nbsp;&nbsp;22204","VA","Foreign Ministry of the Arab Republic of Egypt","03/17/2021"
"MOROCCO","Holly Strategies Incorporated","6605","10/31/2018","825 South Monroe StreetArlington&nbsp;&nbsp;22204","VA","Embassy of Morocco through Brownstein Hatt Farber Schreck, LLP","12/05/2021"
"SWEDEN","Svensson, Bengt Allan","7259","04/17/2023","2705 Merricourt LaneHerndon&nbsp;&nbsp;20171","VA","Swedish Defence University","04/17/2023"
"AUSTRALIA","Harris St. Laurent & Wechsler LLP","7370","02/05/2024","40 Wall Street 53rd FloorNew York&nbsp;&nbsp;10005","NY","Julian Assange","02/05/2024"
"SWITZERLAND","Harris St. Laurent & Wechsler LLP","7370","02/05/2024","40 Wall Street 53rd FloorNew York&nbsp;&nbsp;10005","NY","Vladislav Osipov","11/21/2024"
"QATAR","QatarEnergy U.S. Holding Corporation, Inc.","7519","01/16/2025","609 Main Street, Suite 3950Houston&nbsp;&nbsp;77002","TX","QatarEnergy","01/16/2025"
"AZERBAIJAN","Stellar Jay Communications","6789","01/31/2020","8453 Cliffridge AvenueLa Jolla&nbsp;&nbsp;92037","CA","Embassy of the Republic of Azerbaijan to the United States of America","01/31/2020"
"QATAR","Waltham PLLC","6771","12/17/2019","1701 Pennsylvania Avenue, NWSuite 200Washington&nbsp;&nbsp;20006","DC","Embassy of the State of Qatar","12/17/2019"
"MEXICO","Shadowen, Steve Duane","6993","08/18/2021","1717 W. 6th Street Suite 370Austin&nbsp;&nbsp;78703","TX","Government of the United Mexican States","08/18/2021"
"IRAN","Mukasey, Michael B.","6727","09/26/2019","919 Third AvenueNew York&nbsp;&nbsp;10022","NY","National Council of Resistance of Iran","09/26/2019"
"IRAQ","Kurdish Protection Action Committee","7213","01/06/2023","6062 Burnside Landing DriveBurke&nbsp;&nbsp;22015","VA","Council of Ministers Kurdistan Regional Government","01/06/2023"
"AUSTRIA","Global Strategy Advisors LLC","7560","03/27/2025","8160 E Butherus Dr # 8Scottsdale&nbsp;&nbsp;85260","AZ","Representative Office of Republika Srpska in Austria","03/27/2025"
"IRAQ","BGR Government Affairs, LLC","5430","05/10/2001","601 Thirteenth Street, NW     Eleventh Floor SouthWashington&nbsp;&nbsp;20005","DC","Kurdish Regional Government (formerly known as Kurdish Democratic Party)","06/25/2004"
"INDIA","BGR Government Affairs, LLC","5430","05/10/2001","601 Thirteenth Street, NW     Eleventh Floor SouthWashington&nbsp;&nbsp;20005","DC","Republic of India, Embassy","09/12/2005"
"QATAR","BGR Government Affairs, LLC","5430","05/10/2001","601 Thirteenth Street, NW     Eleventh Floor SouthWashington&nbsp;&nbsp;20005","DC","Embassy of the State of Qatar","12/08/2021"
"LEBANON","BGR Government Affairs, LLC","5430","05/10/2001","601 Thirteenth Street, NW     Eleventh Floor SouthWashington&nbsp;&nbsp;20005","DC","Bahaa Hariri","03/09/2023"
"LIBERIA","BGR Government Affairs, LLC","5430","05/10/2001","601 Thirteenth Street, NW     Eleventh Floor SouthWashington&nbsp;&nbsp;20005","DC","LISCR, LLC","05/17/2023"
"IRAQ","BGR Government Affairs, LLC","5430","05/10/2001","601 Thirteenth Street, NW     Eleventh Floor SouthWashington&nbsp;&nbsp;20005","DC","Taqadum Party","06/28/2023"
"SERBIA","BGR Government Affairs, LLC","5430","05/10/2001","601 Thirteenth Street, NW     Eleventh Floor SouthWashington&nbsp;&nbsp;20005","DC","Embassy of the Republic of Serbia","07/28/2023"
"DOMINICAN REPUBLIC","BGR Government Affairs, LLC","5430","05/10/2001","601 Thirteenth Street, NW     Eleventh Floor SouthWashington&nbsp;&nbsp;20005","DC","DCI Group AZ, LLC on behalf of Donald Guerrero, former Finance Minister of the Dominican Republic, through Axis Holding LLC","02/27/2024"
