"Country/LocationRepresented","Registrant","Registration #","RegistrationDate","Address","State","Foreign Principal","Foreign PrincipalRegistration Date","Foreign PrincipalTermination Date"
"SRI LANKA","Vigilant Worldwide Communications, LLC","6237","07/31/2014","85-14 66 RoadRego Park&nbsp;&nbsp;11374","NY","Beltway Government Strategies Inc. (Republic of Sri Lanka)","07/31/2014","11/30/2014"
"USSR","Crossworld Books & Periodicals, Inc.","1457","06/19/1961","333 South Wacker Drive5th FloorChicago&nbsp;&nbsp;60606","IL","Mezhdunarodnaya Kniga","06/19/1961","05/01/1968"
"MOROCCO","Hurwitz & Abramson","4995","02/16/1995","1735 - 20th Street, N.W.Washington&nbsp;&nbsp;20009","DC","Embassy of Morocco","02/16/1995","02/28/1996"
"PHILIPPINES","Covington & Burling, LLP","5852","02/05/2008","850 Tenth Street, NWWashington&nbsp;&nbsp;20001","DC","Republic of the Philippines, Embassy","02/05/2008","08/15/2010"
"LIECHTENSTEIN","Covington & Burling, LLP","5852","02/05/2008","850 Tenth Street, NWWashington&nbsp;&nbsp;20001","DC","Principality of Liechtenstein, Embassy","07/08/2008","08/17/2012"
"MEXICO","Covington & Burling, LLP","5852","02/05/2008","850 Tenth Street, NWWashington&nbsp;&nbsp;20001","DC","United Mexican States","07/29/2009","06/22/2010"
"COTE D'IVOIRE (IVORY COAST)","Covington & Burling, LLP","5852","02/05/2008","850 Tenth Street, NWWashington&nbsp;&nbsp;20001","DC","Alassane Ouattara, President, Republic of Cote d'Ivoire","01/12/2011","08/31/2011"
"SPAIN","Covington & Burling, LLP","5852","02/05/2008","850 Tenth Street, NWWashington&nbsp;&nbsp;20001","DC","Government of Spain, Embassy","06/03/2011","02/28/2017"
"KOREA SOUTH","Covington & Burling, LLP","5852","02/05/2008","850 Tenth Street, NWWashington&nbsp;&nbsp;20001","DC","Korea Atomic Energy Research Institute (KAERI)","12/07/2011","09/20/2012"
"KOREA SOUTH","Covington & Burling, LLP","5852","02/05/2008","850 Tenth Street, NWWashington&nbsp;&nbsp;20001","DC","Embassy of Republic of Korea in United States","11/15/2012","12/31/2013"
"LUXEMBOURG","Covington & Burling, LLP","5852","02/05/2008","850 Tenth Street, NWWashington&nbsp;&nbsp;20001","DC","Embassy of the Grand Duchy of Luxembourg","03/01/2013","04/10/2013"
"NEW ZEALAND","Covington & Burling, LLP","5852","02/05/2008","850 Tenth Street, NWWashington&nbsp;&nbsp;20001","DC","Embassy of New Zealand","06/10/2013","02/28/2015"
"COLOMBIA","Covington & Burling, LLP","5852","02/05/2008","850 Tenth Street, NWWashington&nbsp;&nbsp;20001","DC","Corporacion Colombia Internacional CCI","12/01/2014","09/16/2015"
"CANADA","Harcar, Mary V.","3910","11/21/1986","5101 Wisconsin Avenue, N.W.Suite 508Washington&nbsp;&nbsp;20016","DC","Canadian Life & Health Insurance Association","03/02/1990","11/01/1998"
"CANADA","Harcar, Mary V.","3910","11/21/1986","5101 Wisconsin Avenue, N.W.Suite 508Washington&nbsp;&nbsp;20016","DC","Manufacturers Life Insurance Company","11/21/1986","01/19/1994"
"GREECE","Greek National Tourist Organization, Los Angeles","2199","06/09/1970","611 West Sixth StreetSuite 2198Los Angeles&nbsp;&nbsp;90017","CA","Greek National Tourist Organization","06/09/1970","01/13/1992"
"THAILAND","Alk, Isadore G.","490","09/24/1947","1026 Woodward BuildingWashington&nbsp;&nbsp;","DC","Bank of Siam","09/24/1947","01/01/1950"
"THAILAND","Alk, Isadore G.","490","09/24/1947","1026 Woodward BuildingWashington&nbsp;&nbsp;","DC","Government of Thailand","05/11/1953","05/31/1958"
"NETHERLANDS","Alk, Isadore G.","490","09/24/1947","1026 Woodward BuildingWashington&nbsp;&nbsp;","DC","Government of the Netherlands","10/27/1949","07/01/1951"
"CAMEROON","Ambazonia Liberation Party (ALIP)","5655","11/04/2004","18th North, 4th StreetSuite 704Minneapolis&nbsp;&nbsp;55401","MN","Republic of Ambazonia","11/04/2004","05/31/2005"
"ARGENTINA","Joyce Jr., William R.","1647","07/29/1963","1815 H Street, N.W.Washington&nbsp;&nbsp;20006","DC","Argentine Naval Commission - Argentine Republic","03/31/1967","12/31/1968"
"ARGENTINA","Joyce Jr., William R.","1647","07/29/1963","1815 H Street, N.W.Washington&nbsp;&nbsp;20006","DC","Argentine Republic","06/20/1966","01/29/1969"
"JAPAN","Joyce Jr., William R.","1647","07/29/1963","1815 H Street, N.W.Washington&nbsp;&nbsp;20006","DC","Government of Japan","07/29/1963","01/29/1969"
"CHILE","Joyce Jr., William R.","1647","07/29/1963","1815 H Street, N.W.Washington&nbsp;&nbsp;20006","DC","Republic of Chile","06/20/1966","01/29/1967"
"CANADA","GR Pro, LLC","6738","10/08/2019","316 N.W. 61st StreetOklahoma City&nbsp;&nbsp;73118","OK","Prosperity Today","10/08/2019","04/30/2021"
"ITALY","CIT Travel Service, Inc.","465","06/04/1947","C/O Excel Shipping Company44 Whitehall StreetNew York&nbsp;&nbsp;","NY","Compagnia Italiana Turismo, S.A. (CIT)","06/04/1947","06/04/1952"
"ITALY","CIT Travel Service, Inc.","465","06/04/1947","C/O Excel Shipping Company44 Whitehall StreetNew York&nbsp;&nbsp;","NY","Giuseppe, Mario, Celestino Tieri","06/04/1947","06/04/1952"
"ISRAEL","Targeted Communications Global LLC","7553","03/03/2025","2311 Wilson Blvd. Floor 2Arlington&nbsp;&nbsp;22201","VA","Israel Ministry of Foreign Affairs","03/03/2025",""
"BULGARIA","Governmental Law LLC","7039","11/08/2021","8040 Eiger DriveSuite BLincoln&nbsp;&nbsp;68516","NE","Gradus-98 AD","11/08/2021","05/02/2022"
"LIECHTENSTEIN","Oppenheimer Wolff & Donnelly, L.L.P.","5368","04/21/2000","1620 L Street, N.W.Suite 600Washington&nbsp;&nbsp;20005","DC","Principality of Liechtenstein","04/21/2000","02/15/2001"
"GREAT BRITAIN","Markham/Novell Communications, Ltd.","3464","04/27/1983","211 East 43rd StreetSuite 1106New York&nbsp;&nbsp;10017","NY","Department of Commerce and Industry States of Guernsey","04/27/1983","03/09/1987"
"SAUDI ARABIA","Saudi Arabian Information Center","2632","11/25/1975","1156 - 15th Street, N.W.Washington&nbsp;&nbsp;20005","DC","Royal Embassy of Saudi Arabia","11/25/1975","03/01/1976"
"CANADA","Winstead Sechrest & Minick P.C.","5571","08/05/2003","5400 Renaissance Tower1201 Elm StreetDallas&nbsp;&nbsp;75270","TX","Government of Canada - Department of Foreign Affairs and International Trade","08/05/2003","08/27/2003"
"LEBANON","Duane Morris Government Affairs, LLC","5998","08/13/2010","30 South 17th StreetPhiladelphia&nbsp;&nbsp;19103","PA","Millennium Group Services","08/13/2010","08/31/2011"
"COTE D'IVOIRE (IVORY COAST)","Sheinkopf, Hank","7469","09/26/2024","755 W End Ave, 4ANew York&nbsp;&nbsp;10025","NY","Lansana Kouyate","09/26/2024",""
"ANGOLA","National Front for the Liberation of Angola","4059","11/16/1987","6420 West College DrivePhoenix&nbsp;&nbsp;85033","AZ","National Front for the Liberation of Angola","11/16/1987","05/16/1993"
"SOUTH AFRICA","South Africa Foundation","2111","11/21/1968","1001 Connecticut Avenue, N.W.Suite 822Washington&nbsp;&nbsp;20036","DC","South Africa Foundation","11/21/1968","03/30/1995"
"SAUDI ARABIA","Off Hill Strategies LLC","6889","11/13/2020","3110 1st Avenue N, Suite 2MSaint Petersburg&nbsp;&nbsp;33713-863","FL","Embassy of the Kingdom of Saudi Arabia","11/13/2020",""
"PAKISTAN","Olson, Kenneth G.","3397","08/05/1982","1280 - 21st Street, N.W.Washington&nbsp;&nbsp;20036","DC","Embassy of Pakistan","08/05/1982","12/10/1982"
"ZAMBIA","Farris, Melinda","5828","09/11/2007","7307 Arlington Boulevard#185Falls Church&nbsp;&nbsp;22042","VA","Embassy of Zambia","09/11/2007","10/15/2007"
"ZIMBABWE","Farris, Melinda","5828","09/11/2007","7307 Arlington Boulevard#185Falls Church&nbsp;&nbsp;22042","VA","Movement for Democratic Change","09/11/2007","10/15/2007"
"PANAMA","John R. Zagame Associates, Inc.","4216","02/14/1989","211 North Union StreetAlexandria&nbsp;&nbsp;22314","VA","Republic of Panama","02/14/1989","07/31/1989"
"ITALY","Gibbons & Company, Inc.","4367","04/18/1990","P.O. Box 1037 McLean&nbsp;&nbsp;22101-1037","VA","Elettronica Veneta & IN.El., S.p.A.","08/06/1999","04/30/2006"
"COLOMBIA","Gibbons & Company, Inc.","4367","04/18/1990","P.O. Box 1037 McLean&nbsp;&nbsp;22101-1037","VA","Proexport-Colombia, Republic of Colombia","08/01/1996","04/21/1997"
"GREAT BRITAIN","Gibbons & Company, Inc.","4367","04/18/1990","P.O. Box 1037 McLean&nbsp;&nbsp;22101-1037","VA","Underwriters at Lloyd's, London","04/18/1990","10/31/1996"
"PAKISTAN","Locke Lord Strategies, L.P.","5856","03/07/2008","701 8th Street, NWSuite 700Washington&nbsp;&nbsp;20001","DC","Pakistan Peoples Party (PPP); Asif Ali Zardari, Co-Chairperson of the PPP","03/07/2008","07/31/2013"
"PAKISTAN","Locke Lord Strategies, L.P.","5856","03/07/2008","701 8th Street, NWSuite 700Washington&nbsp;&nbsp;20001","DC","The Embassy of the Islamic Republic of Pakistan","05/09/2008","07/31/2013"
"PAKISTAN","Locke Lord Strategies, L.P.","5856","03/07/2008","701 8th Street, NWSuite 700Washington&nbsp;&nbsp;20001","DC","Pakistan International Airlines Corporation","11/13/2008","09/30/2009"
"TANZANIA","Locke Lord Strategies, L.P.","5856","03/07/2008","701 8th Street, NWSuite 700Washington&nbsp;&nbsp;20001","DC","Deputy Minister of Natural Resources and Tourism for Tanzania, Lazaro Nyalandu","08/20/2013","08/23/2013"
"LATVIA","Ekis, Ludvigs","125","09/18/1942","4704 - 17th Street, N.E.Washington&nbsp;&nbsp;20005","DC","Republic of Latvia","09/18/1942","03/18/1943"
"GABON","Salinger, Pierre","5224","12/30/1997","3904 Hillandale Court, N.W.Washington&nbsp;&nbsp;20007","DC","President of the Gabonese Republic, His Excellency El Hadj Omar Bongo","12/30/1997","12/01/1998"
"TRINIDAD AND TOBAGO","Reed, Smith, Shaw & McClay","3072","11/30/1979","1150 Connecticut Avenue, N.W.Suite 900Washington&nbsp;&nbsp;20036","DC","National Energy Corporation","11/30/1979","06/21/1983"
"GERMANY FEDERAL REPUBLIC OF","American Trade & Finance Company","2692","05/19/1976","2001 Jefferson Davis HighwayRoom 603Arlington&nbsp;&nbsp;22202","VA","Erno Raumfahrttechnik GmbH","08/18/1978","10/31/1983"
"SWITZERLAND","American Trade & Finance Company","2692","05/19/1976","2001 Jefferson Davis HighwayRoom 603Arlington&nbsp;&nbsp;22202","VA","Government of Switzerland","05/19/1976","10/31/1983"
"FRANCE","American Trade & Finance Company","2692","05/19/1976","2001 Jefferson Davis HighwayRoom 603Arlington&nbsp;&nbsp;22202","VA","Societe Nationale d'Etude et de Construction de Moteurs d'Aviation","07/13/1978","10/31/1983"
"GERMANY FEDERAL REPUBLIC OF","American Trade & Finance Company","2692","05/19/1976","2001 Jefferson Davis HighwayRoom 603Arlington&nbsp;&nbsp;22202","VA","VFW-FOKKER mbh","05/19/1976","10/31/1983"
"SWITZERLAND","American Trade & Finance Company","2692","05/19/1976","2001 Jefferson Davis HighwayRoom 603Arlington&nbsp;&nbsp;22202","VA","VSM (Swiss Association of Machinery Manufacturers)","05/19/1976","04/30/1978"
"TURKEY","5W Public Relations, LLC","6434","05/25/2017","230 Park Avenue32nd FloorNew York&nbsp;&nbsp;10169","NY","Republic of Turkey through Amsterdam & Partners, LLP","05/25/2017","10/29/2017"
"POLAND","Representation of the Polish National Council in the United States","722","05/05/1952","4675 Tibbett AvenueNew York&nbsp;&nbsp;10012","NY","National Council of the Republic of Poland","05/05/1952","11/30/1952"
"ITALY","Mediastrategia srl","6764","12/08/2019","Via Campioni Inigo Trav.Prima 45, Lucca Tuscany&nbsp;&nbsp;","","Via Campioni Inigo Trav. Prima 45, Lucca, Tuscany","12/08/2019","12/12/2019"
"NIGERIA","McBee Strategic Consulting, LLC","6176","08/01/2013","455 Massachusetts Avenue, NW12th FloorWashington&nbsp;&nbsp;20001","DC","Embassy of the Federal Republic of Nigeria","08/01/2013","02/28/2014"
"CZECHOSLOVAKIA","Clifford L. Brody Associates","4456","12/28/1990","3000 K Street, N.W.Washington&nbsp;&nbsp;20007","DC","State Bank of Czechoslovakia","12/28/1990","12/14/1992"
"JAPAN","Mintz, Levin, Cohn, Ferris, Glovsky & Popeo, P.C.","3933","02/02/1987","701 Pennsylvania Avenue, N.W.Suite 900Washington&nbsp;&nbsp;20004-2608","DC","Communications Industry Association of Japan","02/02/1987","04/03/1995"
"LIBERIA","Carbon Thread Agency","7007","09/01/2021","400 Trabert Avenue, NWAtlanta&nbsp;&nbsp;30309","GA","Embassy of the Republic of Liberia","09/01/2021","08/19/2022"
"LIBERIA","Carbon Thread Agency","7007","09/01/2021","400 Trabert Avenue, NWAtlanta&nbsp;&nbsp;30309","GA","Government of the Republic of Liberia","09/01/2021","08/19/2022"
"MAURITANIA","Sharon, John H.","2761","03/16/1977","45 West Lenox StreetChevy Chase&nbsp;&nbsp;20036","MD","Mauritius Chamber of Agriculture, Mauritius Sugar Syndicate","03/16/1977","06/10/1980"
"GREAT BRITAIN","Polish Catholic Press Agency","135","10/05/1942","27 Grosvenor StreetLondon, England&nbsp;&nbsp;","","Zygmunt Kaczynski","10/05/1942","11/05/1945"
"MEXICO","Erish, Andrew C.","3059","09/12/1979","575 Madison AvenueNew York&nbsp;&nbsp;10022","NY","Televisa","09/12/1979","10/11/1983"
"INTERNATIONAL","The Whitaker Group, Inc.","7482","10/22/2024","1818 Library Street, Suite 500Reston&nbsp;&nbsp;20190","VA","African Export-Import Bank (via The Bennett Group DC)","10/22/2024","02/07/2025"
"TRANSKEI","Jay Parker & Associates, Inc.","2752","02/10/1977","1735 DeSales Street, N.W.Suite 500Washington&nbsp;&nbsp;20036","DC","Republic of Transkei","02/10/1977","03/03/1978"
"PAKISTAN","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Benazir Bhutto","06/16/1997","01/06/2000"
"BOSNIA & HERZEGOVINA","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Embassy of the Republic of Bosnia & Herzegovina Ambassador Sven Alkalaj","06/24/1994","12/22/1994"
"ARUBA","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Government of Aruba","01/06/1989","02/15/1990"
"ARUBA","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Government of Aruba","01/09/1995","01/31/1999"
"PAKISTAN","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Government of Pakistan","01/06/1989","08/13/1990"
"PAKISTAN","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Government of Pakistan","05/17/1994","12/13/1996"
"POLAND","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Government of Poland","03/21/1990","11/27/1990"
"KAZAKHSTAN","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Government of the Republic of Kazakhstan","10/06/1998","01/06/2000"
"MALDIVES","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Government of the Republic of the Maldives","08/09/1994","12/31/1996"
"PANAMA","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","International Supply Company, South America","08/08/1994","12/22/1994"
"PAKISTAN","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Pakistan People's Party","09/18/1990","07/05/1994"
"PAKISTAN","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Shon Industries aka Shon Textiles","01/14/1994","08/08/1994"
"SWEDEN","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","World Trade","11/16/1990","01/14/1994"
"IRAQ","PASS LLC","6538","03/30/2018","403 N Henry StreetAlexandria &nbsp;&nbsp;22314","VA","Kurdistan Regional Government","03/30/2018",""
"FRANCE","French Film Office/Unifrance USA","2358","07/20/1972","972 Fifth AvenueNew York&nbsp;&nbsp;10075","NY","Unifrance Film International (formerly: National Center for the Cinema, French Ministry of Culture)","07/20/1972","01/31/2013"
"JAPAN","Charles E. Butler & Associates","3544","12/29/1983","187 Garth RoadScarsdale&nbsp;&nbsp;10583","NY","Japan Iron & Steel Exporters' Association","12/29/1983","01/10/2010"
"SOUTH AFRICA","Streicher, Pieter E.","2962","10/02/1978","Post Office Box 8186Johannesburg 2000&nbsp;&nbsp;","","Ferro Alloy Producers' Association of South Africa","10/02/1978","06/13/1983"
"QATAR","BlueFront Strategies, LLC","6466","09/15/2017","805 15th Street, NWSuite 300Washington&nbsp;&nbsp;20005","DC","Government Communications Office, State of Qatar","09/15/2017","10/01/2017"
"JAPAN","Singer, Derek S.","792","10/19/1953","Embassy of Japan2514 Masschusetts Avenue, NWWashington&nbsp;&nbsp;","DC","Embassy of Japan","10/19/1953","06/12/1954"
"RWANDA","Winning Strategies Washington","6242","08/19/2014","409 7th Street, NWSuite 450Washington&nbsp;&nbsp;20004","DC","Rwanda Development Board","08/19/2014","08/30/2017"
"GERMANY FEDERAL REPUBLIC OF","Collegial Society of Hungarian Veterans in the U.S.A.","920","11/16/1955","1339 Howard StreetChicago&nbsp;&nbsp;60626","IL","Andras (Andrew) Zako","01/16/1955","06/30/1968"
"ITALY","Partito Repubblicano Italiano/U.S.A. Sezione Ugo La Malfa","3939","02/24/1987","FDR StationPost Office Box 6898New York&nbsp;&nbsp;10150","NY","Partito Repubblicano Italiano/U.S.A.","02/24/1987","04/19/1993"
"CANADA","Belch, Donald K.","3555","01/27/1984","Post Office Box 2030Hamilton, Ontario&nbsp;&nbsp;","","Canadian Tubular Producers' Association","01/24/1985","10/31/1985"
"CANADA","Belch, Donald K.","3555","01/27/1984","Post Office Box 2030Hamilton, Ontario&nbsp;&nbsp;","","Canadian Tubular Producers' Association","04/17/1990","12/22/1994"
"CANADA","Belch, Donald K.","3555","01/27/1984","Post Office Box 2030Hamilton, Ontario&nbsp;&nbsp;","","Stelco, Inc.","01/27/1984","01/27/1996"
"VENEZUELA","Movimiento de Liberacion Dominicana de la Union Patriotica","1231","05/25/1959","Dom. y Demas Org. Asociadas117 West 58th StreetNew York&nbsp;&nbsp;","NY","Avenida Andres Bello","05/25/1960","01/15/1962"
"CUBA","Movimiento de Liberacion Dominicana de la Union Patriotica","1231","05/25/1959","Dom. y Demas Org. Asociadas117 West 58th StreetNew York&nbsp;&nbsp;","NY","Cecilio Grullon","05/25/1959","01/15/1962"
"CUBA","Movimiento de Liberacion Dominicana de la Union Patriotica","1231","05/25/1959","Dom. y Demas Org. Asociadas117 West 58th StreetNew York&nbsp;&nbsp;","NY","Francisco Canto","05/25/1959","01/15/1962"
"CUBA","Movimiento de Liberacion Dominicana de la Union Patriotica","1231","05/25/1959","Dom. y Demas Org. Asociadas117 West 58th StreetNew York&nbsp;&nbsp;","NY","Francisco Castellanos","05/25/1959","01/15/1962"
"CUBA","Movimiento de Liberacion Dominicana de la Union Patriotica","1231","05/25/1959","Dom. y Demas Org. Asociadas117 West 58th StreetNew York&nbsp;&nbsp;","NY","Juan Isidro Jimenez Grullon","05/25/1959","01/15/1962"
"CUBA","Movimiento de Liberacion Dominicana de la Union Patriotica","1231","05/25/1959","Dom. y Demas Org. Asociadas117 West 58th StreetNew York&nbsp;&nbsp;","NY","Luis Aquiles Mejia","05/25/1959","01/15/1962"
"CUBA","Movimiento de Liberacion Dominicana de la Union Patriotica","1231","05/25/1959","Dom. y Demas Org. Asociadas117 West 58th StreetNew York&nbsp;&nbsp;","NY","Movimiento de Liberacion Dominicana de la Union Patriotica Dominicana y Demas Organizaciones Asociadas","07/06/1959","01/15/1962"
"NORTHERN IRELAND","Rhoney, Colette T.","5305","03/12/1999","1519 Elliott Place, NWWashington&nbsp;&nbsp;20007","DC","Northern Ireland Women's Coalition","03/12/1999","09/30/2002"
"UNITED KINGDOM","Linklaters LLP","6795","02/24/2020","One Silk StreetLondon&nbsp;&nbsp;","","Department for International Trade, Government of the United Kingdom","02/24/2020","02/13/2023"
"RUSSIA","Regional Organization of Liberal Democratic Party of Russia","5054","10/02/1995","1380 North AvenueUnit 317Elizabeth&nbsp;&nbsp;07208","NJ","Liberal Democratic Party of Russia","10/02/1995","10/31/1995"
"PHILIPPINES","Philippine Tourist & Travel Association","1195","01/29/1959","212 Stockton StreetSan Francisco&nbsp;&nbsp;94108","CA","Government of the Republic of the Philippines","01/29/1959","12/31/1972"
"PHILIPPINES","Philippine Tourist & Travel Association","1195","01/29/1959","212 Stockton StreetSan Francisco&nbsp;&nbsp;94108","CA","Republic of the Philippines","02/14/1971","12/31/1972"
"GERMANY","Moltzan, Gunter W.","5098","03/11/1996","5101 Somerville DriveViera&nbsp;&nbsp;32955-6721","FL","Baden-Wuerttemberg Agency for International Economic Cooperation, GWZ","03/11/1996","12/31/2004"
"IRELAND","Friends of Irish Labour in America (FILA)","5110","06/06/1996","700 - 13th Street, N.W.Suite 1000Washington&nbsp;&nbsp;20005","DC","Labour Party, Republic of Ireland","06/06/1996","06/30/1996"
"VENEZUELA","Haitian National Democratic Union","1791","09/16/1964","Queens Village216-03, 113 DriveLong Island&nbsp;&nbsp;","NY","UDN C/O Paul Verna","09/16/1964","03/16/1965"
"DOMINICAN REPUBLIC","Haitian National Democratic Union","1791","09/16/1964","Queens Village216-03, 113 DriveLong Island&nbsp;&nbsp;","NY","UDN C/O Pierre Rigaud","09/16/1964","03/16/1965"
"SPAIN","Egge, George V., Jr.","2229","12/21/1970","1775 K Street, N.W.Suite 218Washington&nbsp;&nbsp;20006","DC","Aceitunas de Mesa, S.A. (ACEMESA)","12/21/1970","11/29/1979"
"SPAIN","Egge, George V., Jr.","2229","12/21/1970","1775 K Street, N.W.Suite 218Washington&nbsp;&nbsp;20006","DC","Agrupacion Nacional de Exportadores de Calzado (National Group of Footwear Exporters)","01/31/1972","02/15/1977"
"SPAIN","Egge, George V., Jr.","2229","12/21/1970","1775 K Street, N.W.Suite 218Washington&nbsp;&nbsp;20006","DC","Comite Para Desarrollo y Defensa de Calzado Espanol en Mercados Extranjeros (Comm. for Dev./Def. of Span. Footwear)","12/21/1970","01/25/1972"
"SPAIN","Egge, George V., Jr.","2229","12/21/1970","1775 K Street, N.W.Suite 218Washington&nbsp;&nbsp;20006","DC","Union de Empresas y Entidades Siderurgicas (UNESID) (Spanish Steel Industries Association)","04/28/1978","11/29/1979"
"FRANCE","Silverstein & Mullens","3352","04/06/1982","1776 K Street, N.W.Suite 800Washington&nbsp;&nbsp;20006","DC","Jacques Borel International","04/06/1982","09/27/1982"
"OMAN","Aiken, Paul Case","846","09/28/1954","1066 National Press BuildingWashington&nbsp;&nbsp;","DC","Sultan of Muscat & Oman, Said bin Taimur","09/28/1954","03/28/1963"
"COTE D'IVOIRE (IVORY COAST)","Government Strategies, LLC","5543","03/11/2003","1150 Connecticut Avenue, N.W.Suite 900Washington&nbsp;&nbsp;20036","DC","Government of Cote de Ivoire Office of the President Gbagbo","03/11/2003","03/11/2003"
"ISRAEL","Forman, Jay","4171","08/25/1988","C/O GOI-MOD800 Second AvenueNew York&nbsp;&nbsp;10017","NY","Government of Israel, Ministry of Defense, Mission to the U.S.","08/25/1988","08/25/1996"
"CONGO DEMOCRATIC REPUBLIC OF THE","Poynton, Aaron Sean","7420","06/12/2024","1408 Stockton RoadJoppa&nbsp;&nbsp;21085","MD","Thierry Katembwe Mbala","06/12/2024",""
"CONGO DEMOCRATIC REPUBLIC OF THE","Poynton, Aaron Sean","7420","06/12/2024","1408 Stockton RoadJoppa&nbsp;&nbsp;21085","MD","Patrice Majondo Mwamba","11/22/2024",""
"CONGO REPUBLIC OF THE","Poynton, Aaron Sean","7420","06/12/2024","1408 Stockton RoadJoppa&nbsp;&nbsp;21085","MD","Pierre Kanda Kalambayi","02/20/2025",""
"TAIWAN","Rosemont Associates, LLC","5668","02/02/2005","49 Bridge StreetSuite 2Lambertville&nbsp;&nbsp;08530","NJ","Taipei Economic and Cultural Representative Office in the U.S.","02/02/2005","12/31/2011"
"ICELAND","Meyers, Jessica","6500","12/09/2017","1222 N Meade StreetApt. 14Arlington&nbsp;&nbsp;222009","VA","Arni Pall Arnason","12/09/2017","01/25/2018"
"RUSSIA","Endeavor Law Firm, PC","5934","05/08/2009","1775 Pennsylvania Avenue, NWWashington&nbsp;&nbsp;20006","DC","Deripaska, Oleg","05/08/2009","04/05/2018"
"RUSSIA","Endeavor Law Firm, PC","5934","05/08/2009","1775 Pennsylvania Avenue, NWWashington&nbsp;&nbsp;20006","DC","Foreign Minister Sergey Lavrov Ministry of Foreign Affairs of the Russian Federation","10/06/2010","05/31/2017"
"VENEZUELA","Blue Star Strategies, LLC","7380","03/07/2024","888 17th Street, NWSuite 800Washington&nbsp;&nbsp;20006","DC","Emprendamos, Inc.","03/07/2024","09/30/2024"
"KOSOVA","Shafiq, Nuri","4798","04/09/1993","American Trade & Investments2000 L Street, N.W. #200Washington&nbsp;&nbsp;20036","DC","Democratic League of Kosova (formerly: Republic of Kosova)","04/09/1993","04/30/1998"
"GERMANY FEDERAL REPUBLIC OF","A.M.K. Berlin","3455","03/31/1983","104 North Michigan AvenueSuite 1200Chicago&nbsp;&nbsp;60601","IL","A.M.K. Berlin","03/31/1983","12/31/1988"
"BULGARIA","Pace Advertising Agency, Inc.","2174","12/03/1969","260 Madison AvenueNew York&nbsp;&nbsp;10016","NY","Bulgarian Tourist Office","01/05/1977","01/02/1981"
"CZECHOSLOVAKIA","Pace Advertising Agency, Inc.","2174","12/03/1969","260 Madison AvenueNew York&nbsp;&nbsp;10016","NY","CEDOK, Czechoslovak Travel Bureau","01/27/1970","06/30/1984"
"CZECHOSLOVAKIA","Pace Advertising Agency, Inc.","2174","12/03/1969","260 Madison AvenueNew York&nbsp;&nbsp;10016","NY","CSA, Czechoslovak Airlines","01/27/1970","01/02/1981"
"KENYA","Pace Advertising Agency, Inc.","2174","12/03/1969","260 Madison AvenueNew York&nbsp;&nbsp;10016","NY","Government of Kenya Tourist Office","02/01/1973","08/01/1978"
"CZECHOSLOVAKIA","Pace Advertising Agency, Inc.","2174","12/03/1969","260 Madison AvenueNew York&nbsp;&nbsp;10016","NY","LIGNA Foreign Trade Corporation","01/27/1970","06/30/1976"
"CZECHOSLOVAKIA","Pace Advertising Agency, Inc.","2174","12/03/1969","260 Madison AvenueNew York&nbsp;&nbsp;10016","NY","Made In Publicity","01/27/1970","03/01/1971"
"ROMANIA","Pace Advertising Agency, Inc.","2174","12/03/1969","260 Madison AvenueNew York&nbsp;&nbsp;10016","NY","Publicom-Romanian International Publicity Agency","01/27/1970","06/30/1976"
"CZECHOSLOVAKIA","Pace Advertising Agency, Inc.","2174","12/03/1969","260 Madison AvenueNew York&nbsp;&nbsp;10016","NY","Rapid Advertising Agency","01/27/1970","01/15/1981"
"HAITI","Shea & Gould","3624","10/29/1984","1627 K Street, N.W.Suite 1000Washington&nbsp;&nbsp;20006","DC","Republic of Haiti","10/29/1984","02/26/1986"
