"Country/LocationRepresented","Registrant","Registration #","RegistrationDate","Address","State","Foreign Principal","Foreign PrincipalRegistration Date"
"GERMAN DEMOCRATIC REPUBLIC","Jack H. McDonald Company","3956","04/01/1987","1001 Pennsylvania Avenue, N.W.Suite 625 SouthWashington&nbsp;&nbsp;20004","DC","Planeta North America, Inc.","10/01/1990"
"SWITZERLAND","Jack H. McDonald Company","3956","04/01/1987","1001 Pennsylvania Avenue, N.W.Suite 625 SouthWashington&nbsp;&nbsp;20004","DC","Societe Generale de Surveillance, S.A.","04/01/1987"
"PAKISTAN","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Benazir Bhutto","06/16/1997"
"BOSNIA & HERZEGOVINA","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Embassy of the Republic of Bosnia & Herzegovina Ambassador Sven Alkalaj","06/24/1994"
"ARUBA","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Government of Aruba","01/06/1989"
"ARUBA","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Government of Aruba","01/09/1995"
"PAKISTAN","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Government of Pakistan","01/06/1989"
"PAKISTAN","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Government of Pakistan","05/17/1994"
"POLAND","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Government of Poland","03/21/1990"
"KAZAKHSTAN","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Government of the Republic of Kazakhstan","10/06/1998"
"MALDIVES","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Government of the Republic of the Maldives","08/09/1994"
"PANAMA","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","International Supply Company, South America","08/08/1994"
"PAKISTAN","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Pakistan People's Party","09/18/1990"
"PAKISTAN","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","Shon Industries aka Shon Textiles","01/14/1994"
"SWEDEN","Mark A. Siegel & Associates, Inc.","4200","01/06/1989","2103 O Street, N.W.Washington&nbsp;&nbsp;20037","DC","World Trade","11/16/1990"
"BERMUDA","Whitmore, Judith M.","4336","02/05/1990","9504 Carterwood RoadRichmond&nbsp;&nbsp;23229-7608","VA","Bermuda Government","02/05/1990"
"BERMUDA","Whitmore, Judith M.","4336","02/05/1990","9504 Carterwood RoadRichmond&nbsp;&nbsp;23229-7608","VA","Cambridge Beaches Resort","09/22/1992"
"GREAT BRITAIN","Doyle & Nelson","4337","02/06/1990","150 Capitol StreetPost Office Box 2709Augusta&nbsp;&nbsp;04338-2709","ME","British Consulate General","02/06/1990"
"TURKEY","Washington Group","4332","01/18/1990","1401 K Street, N.W.Suite 400Washington&nbsp;&nbsp;20005","DC","Embassy of the Republic of Turkey","01/18/1990"
"INDIA","Washington Group","4332","01/18/1990","1401 K Street, N.W.Suite 400Washington&nbsp;&nbsp;20005","DC","Government of India, Embassy","01/25/1994"
"INDIA","Washington Group","4332","01/18/1990","1401 K Street, N.W.Suite 400Washington&nbsp;&nbsp;20005","DC","Government of India, Embassy","06/11/1998"
"KOREA, SOUTH","Washington Group","4332","01/18/1990","1401 K Street, N.W.Suite 400Washington&nbsp;&nbsp;20005","DC","Korea Foreign Trade Association","08/10/1994"
"TURKEY","Washington Group","4332","01/18/1990","1401 K Street, N.W.Suite 400Washington&nbsp;&nbsp;20005","DC","Motherland Party of Turkey (Anavatan Partisi Genel Merkezi)","03/14/1995"
"INDIA","Washington Group","4332","01/18/1990","1401 K Street, N.W.Suite 400Washington&nbsp;&nbsp;20005","DC","National Association of Software & Service Companies","12/01/1995"
"TAIWAN","Washington Group","4332","01/18/1990","1401 K Street, N.W.Suite 400Washington&nbsp;&nbsp;20005","DC","Taipei Economic and Cultural  Representative Office","02/02/1994"
"KOREA, SOUTH","Washington Group","4332","01/18/1990","1401 K Street, N.W.Suite 400Washington&nbsp;&nbsp;20005","DC","Yeun-Jun Chung","06/23/1995"
"CANADA","E Cubed Company, Inc. (The E3 Company)","4547","07/25/1991","201 West 70th StreetApartment 41-ENew York&nbsp;&nbsp;10023-4358","NY","Grand Council of the Crees (of Quebec)","07/25/1991"
"COTE D'IVOIRE (IVORY COAST)","Loeffler & Leath, Inc.","4334","01/25/1990","7710 Jones MaltsbergerSuite 540San Antonio&nbsp;&nbsp;78216","TX","Government of the Republic of Cote d'Ivoire","11/27/1991"
"HONG KONG","Loeffler & Leath, Inc.","4334","01/25/1990","7710 Jones MaltsbergerSuite 540San Antonio&nbsp;&nbsp;78216","TX","Hong Kong Trade Development Council","01/25/1990"
"CHILE","Lepon, McCarthy, White & Holzworth","4302","10/06/1989","1225 19th Street, N.W.Suite 600Washington&nbsp;&nbsp;20036","DC","Chilean Exporters' Association","10/06/1989"
"INTERNATIONAL","Lepon, McCarthy, White & Holzworth","4302","10/06/1989","1225 19th Street, N.W.Suite 600Washington&nbsp;&nbsp;20036","DC","Scandinavian Airlines System Lennart Svantemark, Vice President","08/16/1991"
"ISRAEL","Dater, Elliot","4322","12/06/1989","GOI-MOD Mission to the U.S.800 Second Avenue, 11th FloorNew York&nbsp;&nbsp;10017","NY","Government of Israel, Ministry of Defense Mission to the U.S.","12/06/1989"
"JAPAN","International Technology & Trade Associates, Inc.","4341","02/21/1990","1330 Connecticut Avenue, N.W.Suite 210Washington&nbsp;&nbsp;20036-1704","DC","FANUC, Ltd.","11/14/1990"
"JAPAN","International Technology & Trade Associates, Inc.","4341","02/21/1990","1330 Connecticut Avenue, N.W.Suite 210Washington&nbsp;&nbsp;20036-1704","DC","Japan Aviation Electronics Industry, Ltd. (JAE)","10/18/1991"
"JAPAN","International Technology & Trade Associates, Inc.","4341","02/21/1990","1330 Connecticut Avenue, N.W.Suite 210Washington&nbsp;&nbsp;20036-1704","DC","Nissan Aerospace Division, Nissan Motor Company, Ltd.","02/21/1990"
"JAPAN","International Technology & Trade Associates, Inc.","4341","02/21/1990","1330 Connecticut Avenue, N.W.Suite 210Washington&nbsp;&nbsp;20036-1704","DC","Toray Industries, Ltd.","11/12/1991"
"JAPAN","Parvin, C. Landon","5551","04/08/2003","902 Sylvania AvenueFredericksburg&nbsp;&nbsp;22401","VA","Embassy of Japan","04/08/2003"
"KOREA, SOUTH","Korea Economic Institute","3327","02/01/1982","1800 K Street, NWSuite 300Washington&nbsp;&nbsp;20006","DC","Korea Development Institute","02/01/1982"
"KOREA, SOUTH","Korea Economic Institute","3327","02/01/1982","1800 K Street, NWSuite 300Washington&nbsp;&nbsp;20006","DC","Korea Institute for International Economic Policy (KIEP)","02/28/1990"
"IRELAND","Friends of Fianna Fail, Inc.","3596","06/08/1984","C/O Richardson  Mahon  Casey  & Rooney, LLP1270 Avenue of the Americas #2911New York&nbsp;&nbsp;10020","NY","Fianna Fail","06/08/1984"
"JAPAN","Perkins Coie","3753","11/01/1985","607 - 14th Street, N.W.Suite 800Washington&nbsp;&nbsp;20005","DC","Committee to Establish City of America","12/26/1990"
"GERMANY","Perkins Coie","3753","11/01/1985","607 - 14th Street, N.W.Suite 800Washington&nbsp;&nbsp;20005","DC","Diehl GmbH & Company","11/01/1985"
"GERMANY","Perkins Coie","3753","11/01/1985","607 - 14th Street, N.W.Suite 800Washington&nbsp;&nbsp;20005","DC","Krupp Atlas Elektronik GmbH","05/14/1990"
"CANADA","Perkins Coie","3753","11/01/1985","607 - 14th Street, N.W.Suite 800Washington&nbsp;&nbsp;20005","DC","Petrosul International, a division of ConAgra","09/27/1994"
"GERMANY","Perkins Coie","3753","11/01/1985","607 - 14th Street, N.W.Suite 800Washington&nbsp;&nbsp;20005","DC","RAM System GmbH","11/01/1985"
"CANADA","Perkins Coie","3753","11/01/1985","607 - 14th Street, N.W.Suite 800Washington&nbsp;&nbsp;20005","DC","Tolko Industries, Ltd.","11/26/1991"
"MEXICO","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Acapulco Tourist Promotion Mixed Fund","09/05/1991"
"PHILIPPINES","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","APEC Foundation of the Philippines, Inc. (Asia-Pacific Economic Cooperation)","07/15/1996"
"BERMUDA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Bermuda International Business Association","03/10/2000"
"CANADA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Bombardier Corporation","09/07/1993"
"MOROCCO","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Bureau Etudes Vision Stockplus","09/04/1997"
"GERMANY","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Business Location Germany","05/05/1997"
"CANADA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","C.W. Agencies, Inc.","09/06/1995"
"CANADA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Camp Associates Advertising, Ltd.","02/05/1986"
"CANADA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Canadair:  Division of Bombardier, Inc.","03/06/1995"
"CANADA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Canadian National Railway","09/06/1995"
"CHILE","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Chilean Exporters' Association","11/24/1989"
"CHINA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","China International Travel Service (CITS)","09/07/1993"
"CHINA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","China National Tourism Administration","11/19/1991"
"CANADA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Diasyn Technologies, Ltd.","09/05/1991"
"MEXICO","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","El Consejo de Promocion Turistica de Mexico","03/14/2001"
"FRANCE","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Electricite de France","03/05/1992"
"RWANDA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Embassy of Rwanda","09/22/2003"
"SOUTH AFRICA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Embassy of South Africa","04/24/1996"
"INTERNATIONAL","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","European Aeronautic Space and Defense Company (EADS)","03/14/2001"
"CANADA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Fletcher Challenge Finance Canada, Ltd.","03/07/1991"
"ANGOLA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Government of Angola","01/25/1995"
"ICELAND","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Government of Iceland","09/07/1999"
"MEXICO","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Government of Mexico, Ministry of Commerce","09/05/1989"
"QATAR","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Government of Qatar, Embassy","03/29/1996"
"SPAIN","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Government of Spain, Embassy","01/19/1988"
"TURKEY","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Government of Turkey, Embassy","06/09/1994"
"GREAT BRITAIN","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Grand Metropolitan, PLC","09/07/1993"
"DENMARK","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Grindsted Products","03/05/1993"
"MEXICO","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Grupo Financiero Bancomer","09/04/1992"
"JAPAN","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Honda Motor Company, Ltd.","12/10/1990"
"HONG KONG","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Hong Kong Trade Development Council c/o Hong Kong Economic and Trade Office","09/12/2002"
"CANADA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Horsham Corporation/Clark Oil & Refinery Corporation","03/05/1993"
"RUSSIA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Ilim Pulp Enterprises","09/12/2002"
"ARGENTINA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","ILVA Ceramica, S.A.","09/06/1995"
"NORTHERN IRELAND","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Industrial Development Board of Northern Ireland","09/07/1993"
"JAPAN","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","International Business Communications, Inc.","10/30/1990"
"JAPAN","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","JETRO, Los Angeles","09/05/1986"
"KOREA, SOUTH","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Korea Foreign Trade Association","05/10/1990"
"KOREA, SOUTH","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Korea Foreign Trade Association","05/30/1991"
"SWEDEN","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Lehman Brothers/Government of Sweden","03/05/1993"
"HONG KONG","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Li & Fung Trading, Ltd.","03/05/1993"
"JAPAN","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Meitec Corporation","05/17/1991"
"CANADA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","MTC Animal Health (Maple Leaf Foods, Inc.)","03/05/1992"
"CANADA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","MTC Electronic Technologies Company, Ltd.","09/07/1993"
"KOREA, SOUTH","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Nara Advertising, Inc.","03/03/1988"
"EL SALVADOR","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","National Investment Promotion Commission (PRO.ESA)","09/07/2001"
"HONG KONG","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Newscan Company, Ltd.","03/03/1988"
"DENMARK","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Novo Nordisk, A.S.","03/18/1992"
"TURKEY","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Osman Dogangun, Deputy Undersecretary for Foreign Trade","10/20/1993"
"HONG KONG","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Pacific Millenium Company, Ltd.","03/04/1994"
"PAKISTAN","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Pakistan Textile & Apparel Group","03/28/2002"
"PANAMA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Panama ARI/Autoridad de la Region Interoceanica","03/05/1999"
"CHILE","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Republic of Chile","09/07/2001"
"JAPAN","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Ricoh Electronics, Inc.","09/01/1988"
"NORWAY","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Royal Norwegian Government,  Embassy","03/06/1997"
"MEXICO","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Secretaria de Turismo de Mexico","03/07/1991"
"JAPAN","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Shintaro Ishihara","01/12/1990"
"SINGAPORE","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Singapore Airlines","03/07/1991"
"SINGAPORE","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Singapore Economic Development Board","09/22/2003"
"HONG KONG","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Star T.V.","03/05/1993"
"FRANCE","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Suez Lyonnaise des Eaux","03/05/1999"
"ECUADOR","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Superintendencia de Bancos del Ecuador","03/10/2000"
"FRANCE","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Syndicat Mixte de Protecion et de Conservation du Littoral du Nord-Ouest de la Bretagne","03/07/1991"
"JAPAN","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Tokyu Agency, Inc.","04/05/1987"
"RUSSIA","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","Tyumen Oil Company","03/10/2000"
"TAIWAN","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","United Advertising Company","03/03/1988"
"JAPAN","Fleishman-Hillard, Inc.","3774","02/05/1986","200 North BroadwaySt. Louis&nbsp;&nbsp;63102-2796","MO","World Cup Japan 2002 Bidding Committee Secretariat","09/06/1995"
"COLOMBIA","Devillier Communications, Inc.","4339","02/12/1990","1511 K Street, N.W.Suite 1100Washington&nbsp;&nbsp;20005","DC","Asociacion Colombiana de Exportadores de Flores","12/12/1990"
"VENEZUELA","Devillier Communications, Inc.","4339","02/12/1990","1511 K Street, N.W.Suite 1100Washington&nbsp;&nbsp;20005","DC","Sural, C.A.","08/30/1990"
"GREAT BRITAIN","Hyjek & Fix, Inc.","3660","03/19/1985","2100 Pennsylvania Avenue, N.W.Suite 560Washington&nbsp;&nbsp;20037","DC","British Aerospace, PLC","06/07/1994"
"CANADA","Hyjek & Fix, Inc.","3660","03/19/1985","2100 Pennsylvania Avenue, N.W.Suite 560Washington&nbsp;&nbsp;20037","DC","Canadair Challenger, Inc.","08/10/1990"
"GREAT BRITAIN","Hyjek & Fix, Inc.","3660","03/19/1985","2100 Pennsylvania Avenue, N.W.Suite 560Washington&nbsp;&nbsp;20037","DC","Defence Equipment & Systems (a Subsidiary of MS International, PLC)","11/23/1990"
"GREAT BRITAIN","Hyjek & Fix, Inc.","3660","03/19/1985","2100 Pennsylvania Avenue, N.W.Suite 560Washington&nbsp;&nbsp;20037","DC","Dowty Electronic Systems Division (a Subsidiary of Dowty Group, PLC)","05/12/1992"
"GREAT BRITAIN","Hyjek & Fix, Inc.","3660","03/19/1985","2100 Pennsylvania Avenue, N.W.Suite 560Washington&nbsp;&nbsp;20037","DC","Pilkington Optronics, U.K. (formerly: Thorn/EMI)","04/20/1995"
"NORTHERN IRELAND","Hyjek & Fix, Inc.","3660","03/19/1985","2100 Pennsylvania Avenue, N.W.Suite 560Washington&nbsp;&nbsp;20037","DC","Short Brothers, PLC","03/19/1985"
"GREAT BRITAIN","Hyjek & Fix, Inc.","3660","03/19/1985","2100 Pennsylvania Avenue, N.W.Suite 560Washington&nbsp;&nbsp;20037","DC","Vickers Defence Systems   (formerly: Thompson Defence Projects or NEI Thompson (a Subsidiary of Rolls-Royce, Inc.)","11/23/1990"
"CANADA","Brady & Berliner","3656","03/08/1985","1225 - 19th Street, N.W.Suite 800Washington&nbsp;&nbsp;20036","DC","Alberta Department of Energy (formerly: Alberta Petroleum Marketing Commission (APMC)).","04/01/1988"
"CANADA","Brady & Berliner","3656","03/08/1985","1225 - 19th Street, N.W.Suite 800Washington&nbsp;&nbsp;20036","DC","Canadian Association of Petroleum Producers  (formerly: Indep. Petroleum Assoc. of Canada & Canadian Petro. Assoc.","03/08/1985"
"CANADA","Brady & Berliner","3656","03/08/1985","1225 - 19th Street, N.W.Suite 800Washington&nbsp;&nbsp;20036","DC","Natural Resources Canada (formerly:  Energy, Mines & Resources Canada)","04/09/1992"
"AUSTRIA","Austrian Business Agency","3620","10/16/1984","747 Third AvenueNew York&nbsp;&nbsp;10017","NY","ICD Gesellschaft fuer Industrieansiedlung & Industrielle Kooperation G.M.B.H.","10/16/1984"
"CZECHOSLOVAKIA","Bryan Cave","3599","06/25/1984","700 - 13th Street, N.W.Suite 700Washington&nbsp;&nbsp;20005-3960","DC","Centrotex Foreign Trade Company, Inc.","05/24/1989"
"CZECHOSLOVAKIA","Bryan Cave","3599","06/25/1984","700 - 13th Street, N.W.Suite 700Washington&nbsp;&nbsp;20005-3960","DC","Commercial Counselor, Office of the Czech & Slovak Federal Republic","07/25/1990"
"CZECHOSLOVAKIA","Bryan Cave","3599","06/25/1984","700 - 13th Street, N.W.Suite 700Washington&nbsp;&nbsp;20005-3960","DC","Czechoslovak Chamber of Commerce & Industry","01/31/1989"
"POLAND","Bryan Cave","3599","06/25/1984","700 - 13th Street, N.W.Suite 700Washington&nbsp;&nbsp;20005-3960","DC","Dalinco Corporation/U.S.A.","12/30/1987"
"POLAND","Bryan Cave","3599","06/25/1984","700 - 13th Street, N.W.Suite 700Washington&nbsp;&nbsp;20005-3960","DC","Melex U.S.A., Inc.","12/30/1987"
"CZECHOSLOVAKIA","Bryan Cave","3599","06/25/1984","700 - 13th Street, N.W.Suite 700Washington&nbsp;&nbsp;20005-3960","DC","Ministry of Foreign Trade","01/22/1986"
"POLAND","Bryan Cave","3599","06/25/1984","700 - 13th Street, N.W.Suite 700Washington&nbsp;&nbsp;20005-3960","DC","Office of the Polish Commercial Counselor","01/25/1990"
"POLAND","Bryan Cave","3599","06/25/1984","700 - 13th Street, N.W.Suite 700Washington&nbsp;&nbsp;20005-3960","DC","Polfoods Corporation","06/25/1984"
"MEXICO","Bryan Cave","3599","06/25/1984","700 - 13th Street, N.W.Suite 700Washington&nbsp;&nbsp;20005-3960","DC","Secretariat of Commerce & Industrial Development of Mexico (SECOFI)","01/24/1992"
"JAPAN","Fujitsu, Ltd.","4288","09/11/1989","1776 I Street, N.W.Suite 8800Washington&nbsp;&nbsp;20006","DC","Fujitsu, Ltd.","09/11/1989"
"GREAT BRITAIN","Weill & Paxton","4280","08/11/1989","405 Tombigbee StreetJackson&nbsp;&nbsp;39201","MS","Tungsten Carbide Products","08/11/1989"
"INTERNATIONAL","DC International, Inc.","4210","01/25/1989","8401 Colesville RoadSuite 361 ASilver Spring&nbsp;&nbsp;20910-3312","MD","Christian Democrat International (IDC)","04/28/1989"
"INTERNATIONAL","DC International, Inc.","4210","01/25/1989","8401 Colesville RoadSuite 361 ASilver Spring&nbsp;&nbsp;20910-3312","MD","Christian Democrat Organization of the Americas","04/28/1989"
"INTERNATIONAL","DC International, Inc.","4210","01/25/1989","8401 Colesville RoadSuite 361 ASilver Spring&nbsp;&nbsp;20910-3312","MD","European People's Party/European Union of Christian Democrats","04/28/1989"
"GUATEMALA","DC International, Inc.","4210","01/25/1989","8401 Colesville RoadSuite 361 ASilver Spring&nbsp;&nbsp;20910-3312","MD","Government of the Republic of Guatemala Office of the Presidency","01/25/1989"
"KOREA, SOUTH","Korea Trade Center, Miami","2758","02/28/1977","One Biscayne TowerSuite 1620Miami&nbsp;&nbsp;33131","FL","Korea Trade Promotion Corporation","02/28/1977"
"COLOMBIA","Manatt, Phelps & Phillips","3736","09/20/1985","1501 M Street, N.W.Suite 700Washington&nbsp;&nbsp;20005-1702","DC","Asociacion Colombiana de Exportadores de Flores (Asocoflores","08/10/1995"
"MEXICO","Manatt, Phelps & Phillips","3736","09/20/1985","1501 M Street, N.W.Suite 700Washington&nbsp;&nbsp;20005-1702","DC","Cemex, S.A.","06/08/1994"
"MEXICO","Manatt, Phelps & Phillips","3736","09/20/1985","1501 M Street, N.W.Suite 700Washington&nbsp;&nbsp;20005-1702","DC","CONACEX NORESTE, A.C.","06/08/1994"
"COSTA RICA","Manatt, Phelps & Phillips","3736","09/20/1985","1501 M Street, N.W.Suite 700Washington&nbsp;&nbsp;20005-1702","DC","Government of Costa Rica","11/01/1993"
"JAMAICA","Manatt, Phelps & Phillips","3736","09/20/1985","1501 M Street, N.W.Suite 700Washington&nbsp;&nbsp;20005-1702","DC","Government of Jamaica","09/20/1985"
